order_item_id,order_id,product_id,quantity,unit_price,discount,sales_amount
11612,2251,254,3,950.85,0.1,2567.3
11613,1515,812,3,260.64,0.07,727.19
11614,3592,607,5,1751.73,0.12,7707.61
11615,1850,402,3,735.51,0.14,1897.62
11616,6286,287,5,757.7,0.03,3674.84
11617,8665,755,5,764.69,0.28,2752.88
11618,7466,643,5,1164.6,0.13,5066.01
11619,2435,962,5,1206.83,0.13,5249.71
11620,9497,721,4,329.95,0.18,1082.24
11621,9892,544,4,838.29,0.05,3185.5
11622,3040,396,3,70.82,0.23,163.59
11623,3175,548,5,828.82,0.16,3481.04
11624,3779,225,1,1595.72,0.15,1356.36
11625,2149,332,5,1080.21,0.26,3996.78
11626,604,447,1,1043.14,0.25,782.36
11627,8891,170,3,1271.6,0.19,3089.99
11628,3525,911,5,1368.9,0.24,5201.82
11629,6709,847,1,809.63,0.28,582.93
11630,547,905,1,1332.79,0.28,959.61
11631,3286,902,1,1568.47,0.09,1427.31
11632,534,839,1,164.35,0.26,121.62
11633,5545,632,5,1298.17,0.13,5647.04
11634,8280,205,2,147.88,0.29,209.99
11635,4795,958,4,367.59,0.0,1470.36
11636,7133,276,1,1422.19,0.27,1038.2
11637,9634,373,1,1987.38,0.01,1967.51
11638,5146,463,3,45.13,0.16,113.73
11639,2044,926,4,1227.11,0.29,3484.99
11640,7235,362,4,1024.52,0.14,3524.35
11641,486,608,5,36.4,0.27,132.86
11642,2092,152,2,515.76,0.02,1010.89
11643,4234,543,2,1389.27,0.16,2333.97
11644,7707,586,3,1071.92,0.11,2862.03
11645,9759,868,5,1882.03,0.22,7339.92
11646,9181,351,2,1457.52,0.26,2157.13
11647,5016,944,4,1526.21,0.25,4578.63
11648,4972,906,2,1266.28,0.07,2355.28
11649,8749,49,2,203.78,0.17,338.27
11650,5504,950,1,1892.85,0.1,1703.57
11651,2365,299,1,181.83,0.01,180.01
11652,392,428,1,1740.34,0.27,1270.45
11653,1782,420,5,1767.12,0.0,8835.6
11654,3472,312,5,623.05,0.09,2834.88
11655,8778,127,3,471.07,0.2,1130.57
11656,2755,538,3,1685.44,0.06,4752.94
11657,7166,475,5,1668.32,0.08,7674.27
11658,1144,40,2,555.51,0.1,999.92
11659,5202,687,4,1948.59,0.21,6157.54
11660,5359,96,1,264.01,0.24,200.65
11661,8647,774,4,1479.86,0.18,4853.94
11662,7950,616,2,1045.35,0.27,1526.21
11663,1851,297,3,819.57,0.26,1819.45
11664,2886,458,4,329.7,0.08,1213.3
11665,987,702,4,1203.05,0.09,4379.1
11666,9938,148,1,1269.65,0.18,1041.11
11667,7799,535,1,676.4,0.12,595.23
11668,8804,766,5,452.6,0.01,2240.37
11669,3627,656,1,1073.72,0.06,1009.3
11670,4930,223,3,1824.3,0.02,5363.44
11671,1860,201,4,1038.75,0.06,3905.7
11672,6845,503,4,1584.2,0.17,5259.54
11673,7495,119,2,453.49,0.12,798.14
11674,9771,544,1,838.29,0.05,796.38
11675,4418,178,1,695.29,0.19,563.18
11676,8970,948,4,53.61,0.26,158.69
11677,1557,583,3,808.38,0.16,2037.12
11678,2578,736,2,806.47,0.0,1612.94
11679,2235,919,3,564.99,0.15,1440.72
11680,1712,124,1,1801.82,0.07,1675.69
11681,1110,252,3,1311.87,0.15,3345.27
11682,7546,824,5,270.57,0.19,1095.81
11683,5332,737,4,196.92,0.0,787.68
11684,2540,524,4,639.67,0.13,2226.05
11685,2676,305,5,1443.73,0.13,6280.23
11686,9155,246,3,997.96,0.05,2844.19
11687,4215,803,4,83.19,0.12,292.83
11688,1756,810,5,970.69,0.09,4416.64
11689,6919,445,2,835.43,0.25,1253.14
11690,4951,26,2,462.21,0.29,656.34
11691,1355,373,2,1987.38,0.27,2901.57
11692,4577,194,2,1178.12,0.0,2356.24
11693,3667,274,2,1038.09,0.05,1972.37
11694,2303,947,2,435.72,0.02,854.01
11695,1182,114,2,1655.19,0.09,3012.45
11696,6011,506,4,1881.44,0.02,7375.24
11697,864,27,1,885.02,0.29,628.36
11698,685,439,1,669.41,0.16,562.3
11699,8332,561,2,1517.72,0.13,2640.83
11700,8354,255,3,1441.65,0.01,4281.7
11701,8444,476,3,1946.43,0.26,4321.07
11702,4357,163,2,1696.07,0.01,3358.22
11703,471,98,5,794.27,0.27,2899.09
11704,4943,904,2,1394.05,0.02,2732.34
11705,4498,192,4,1722.8,0.23,5306.22
11706,8846,969,2,169.24,0.19,274.17
11707,3080,754,4,1092.12,0.06,4106.37
11708,7490,637,5,261.64,0.2,1046.56
11709,9621,922,4,993.35,0.06,3735.0
11710,5676,686,1,345.08,0.11,307.12
11711,7443,830,4,1951.68,0.06,7338.32
11712,1324,433,5,156.25,0.04,750.0
11713,9927,904,2,1394.05,0.1,2509.29
11714,2747,778,4,855.8,0.17,2841.26
11715,6958,859,3,1395.99,0.18,3434.14
11716,1329,634,1,1614.69,0.08,1485.51
11717,6982,130,1,1260.88,0.18,1033.92
11718,3291,816,5,1650.74,0.19,6685.5
11719,3085,226,4,1865.53,0.19,6044.32
11720,4608,864,3,558.08,0.25,1255.68
11721,694,438,2,69.17,0.09,125.89
11722,6904,95,4,1422.15,0.1,5119.74
11723,5632,778,5,855.8,0.27,3123.67
11724,1754,768,4,764.43,0.25,2293.29
11725,5249,113,4,1029.91,0.23,3172.12
11726,9167,648,3,1952.93,0.04,5624.44
11727,891,660,1,257.59,0.07,239.56
11728,1534,836,4,1623.39,0.14,5584.46
11729,9193,564,4,384.21,0.03,1490.73
11730,3357,731,4,161.32,0.12,567.85
11731,9918,846,2,667.24,0.1,1201.03
11732,3727,735,2,895.28,0.25,1342.92
11733,1018,572,3,1653.82,0.17,4118.01
11734,6934,92,2,1986.61,0.26,2940.18
11735,1436,973,5,650.7,0.25,2440.12
11736,2984,955,1,775.88,0.27,566.39
11737,1646,867,4,1110.2,0.16,3730.27
11738,4164,524,4,639.67,0.17,2123.7
11739,6156,60,1,76.41,0.23,58.84
11740,3047,32,1,801.36,0.27,584.99
11741,1922,792,4,563.83,0.27,1646.38
11742,5018,52,5,1815.2,0.08,8349.92
11743,1282,375,5,542.78,0.2,2171.12
11744,8488,447,1,1043.14,0.04,1001.41
11745,1220,519,2,1856.1,0.09,3378.1
11746,8736,611,5,1015.99,0.03,4927.55
11747,2369,219,5,1638.41,0.13,7127.08
11748,221,412,4,583.21,0.3,1632.99
11749,1680,708,5,25.27,0.11,112.45
11750,5249,858,5,1693.05,0.16,7110.81
11751,7408,258,5,1192.23,0.07,5543.87
11752,910,524,1,639.67,0.24,486.15
11753,433,176,2,1582.43,0.05,3006.62
11754,6118,334,2,1551.72,0.23,2389.65
11755,2735,39,4,824.74,0.08,3035.04
11756,6120,970,4,1795.26,0.1,6462.94
11757,6425,887,3,1105.83,0.28,2388.59
11758,2464,92,1,1986.61,0.14,1708.48
11759,35,343,3,1826.91,0.19,4439.39
11760,123,416,1,1175.23,0.1,1057.71
11761,8523,813,2,413.55,0.18,678.22
11762,945,187,1,129.64,0.04,124.45
11763,3465,772,5,730.02,0.01,3613.6
11764,8290,63,4,1845.39,0.25,5536.17
11765,2033,771,5,160.58,0.09,730.64
11766,2676,759,2,1795.2,0.15,3051.84
11767,4492,135,5,1040.03,0.08,4784.14
11768,1592,892,1,924.84,0.28,665.88
11769,3111,754,1,1092.12,0.2,873.7
11770,6633,519,2,1856.1,0.22,2895.52
11771,1939,603,2,456.58,0.3,639.21
11772,4163,109,4,838.92,0.14,2885.88
11773,8042,276,2,1422.19,0.02,2787.49
11774,9866,757,5,444.96,0.09,2024.57
11775,7312,858,2,1693.05,0.03,3284.52
11776,2216,438,5,69.17,0.17,287.06
11777,7767,56,2,1881.6,0.13,3273.98
11778,2029,583,1,808.38,0.09,735.63
11779,3634,429,1,430.07,0.2,344.06
11780,4636,169,1,397.46,0.23,306.04
11781,770,129,3,221.29,0.1,597.48
11782,320,560,5,1265.07,0.22,4933.77
11783,9398,684,5,760.04,0.2,3040.16
11784,1326,724,1,483.93,0.18,396.82
11785,2052,380,1,665.22,0.15,565.44
11786,3386,593,3,1442.7,0.19,3505.76
11787,4941,478,2,1499.19,0.07,2788.49
11788,6229,336,5,1617.18,0.28,5821.85
11789,1660,821,2,726.68,0.21,1148.15
11790,8481,139,2,1121.38,0.08,2063.34
11791,4292,292,5,34.65,0.24,131.67
11792,5344,621,1,1978.67,0.19,1602.72
11793,8356,468,4,633.74,0.12,2230.76
11794,3230,890,5,1677.31,0.2,6709.24
11795,7058,706,3,1608.51,0.17,4005.19
11796,8597,31,3,294.05,0.3,617.5
11797,2017,598,2,787.83,0.14,1355.07
11798,5227,468,1,633.74,0.25,475.31
11799,8018,302,5,462.42,0.1,2080.89
11800,5801,714,5,1832.64,0.27,6689.14
11801,1693,24,2,195.36,0.13,339.93
11802,4333,723,4,1562.09,0.02,6123.39
11803,2509,861,1,436.89,0.11,388.83
11804,9616,841,5,1782.44,0.28,6416.78
11805,7743,713,2,1785.36,0.13,3106.53
11806,8421,842,1,539.21,0.28,388.23
11807,4134,157,3,489.82,0.11,1307.82
11808,5679,974,1,1425.22,0.15,1211.44
11809,2231,821,1,726.68,0.28,523.21
11810,6055,976,1,331.13,0.15,281.46
11811,7123,2,2,895.82,0.01,1773.72
11812,9557,889,5,681.53,0.14,2930.58
11813,9152,185,5,146.6,0.18,601.06
11814,8512,725,5,693.19,0.17,2876.74
11815,2190,600,4,1285.24,0.18,4215.59
11816,9624,594,4,1049.48,0.26,3106.46
11817,8167,229,1,596.57,0.12,524.98
11818,7905,980,5,1740.51,0.12,7658.24
11819,4893,296,2,399.41,0.06,750.89
11820,3938,413,2,1691.89,0.15,2876.21
11821,7391,126,3,1447.82,0.13,3778.81
11822,7476,899,3,128.88,0.28,278.38
11823,7418,257,4,330.71,0.01,1309.61
11824,3911,954,1,1330.31,0.02,1303.7
11825,4559,292,4,34.65,0.27,101.18
11826,9517,911,4,1368.9,0.28,3942.43
11827,4334,105,3,1879.95,0.02,5527.05
11828,3848,819,4,700.12,0.29,1988.34
11829,9069,525,2,479.5,0.25,719.25
11830,2233,397,2,1606.38,0.19,2602.34
11831,8100,793,3,1687.12,0.09,4605.84
11832,6204,718,1,1664.28,0.24,1264.85
11833,9330,493,1,312.58,0.21,246.94
11834,3981,568,4,600.0,0.11,2136.0
11835,2772,184,4,520.25,0.05,1976.95
11836,6589,124,5,1801.82,0.15,7657.73
11837,1109,378,5,1438.56,0.19,5826.17
11838,7094,428,5,1740.34,0.03,8440.65
11839,154,957,3,1396.61,0.18,3435.66
11840,6102,513,5,1426.11,0.06,6702.72
11841,8455,557,5,1408.85,0.29,5001.42
11842,5382,245,1,1606.01,0.0,1606.01
11843,2256,333,2,1996.78,0.25,2995.17
11844,97,616,1,1045.35,0.1,940.81
11845,3927,504,3,271.69,0.1,733.56
11846,1817,139,5,1121.38,0.05,5326.56
11847,5742,727,1,1867.37,0.04,1792.68
11848,7383,519,4,1856.1,0.12,6533.47
11849,3872,456,1,1239.94,0.04,1190.34
11850,5159,156,1,818.15,0.02,801.79
11851,595,830,5,1951.68,0.16,8197.06
11852,934,942,1,1902.75,0.16,1598.31
11853,3957,614,1,1722.88,0.03,1671.19
11854,4868,710,2,61.32,0.13,106.7
11855,3432,665,4,551.53,0.16,1853.14
11856,6408,269,5,343.55,0.18,1408.56
11857,1388,154,3,1829.98,0.16,4611.55
11858,2073,5,4,1742.09,0.1,6271.52
11859,3755,717,1,1397.34,0.1,1257.61
11860,2235,426,2,1593.82,0.24,2422.61
11861,9177,528,1,146.47,0.07,136.22
11862,540,784,1,1650.22,0.12,1452.19
11863,8853,907,5,423.98,0.21,1674.72
11864,8273,208,1,465.35,0.22,362.97
11865,3601,688,5,841.1,0.15,3574.67
11866,7902,169,3,397.46,0.22,930.06
11867,3952,258,5,1192.23,0.22,4649.7
11868,4349,144,5,433.05,0.18,1775.51
11869,3509,80,4,1219.39,0.21,3853.27
11870,8759,647,4,1458.42,0.15,4958.63
11871,8383,118,2,318.18,0.07,591.81
11872,8150,490,1,1655.39,0.1,1489.85
11873,2409,667,5,956.85,0.18,3923.09
11874,365,193,1,42.03,0.29,29.84
11875,2822,233,2,678.34,0.13,1180.31
11876,2659,998,3,148.87,0.15,379.62
11877,5621,414,4,529.44,0.2,1694.21
11878,1832,143,1,1912.19,0.2,1529.75
11879,2140,453,2,423.25,0.04,812.64
11880,8890,151,1,1911.29,0.04,1834.84
11881,9210,817,1,135.87,0.26,100.54
11882,6952,280,4,1422.7,0.04,5463.17
11883,6844,794,1,221.15,0.03,214.52
11884,1060,787,2,625.15,0.21,987.74
11885,9567,758,2,1994.52,0.21,3151.34
11886,2407,270,1,1857.41,0.01,1838.84
11887,6384,297,2,819.57,0.23,1262.14
11888,7546,176,2,1582.43,0.26,2342.0
11889,455,279,2,1873.75,0.27,2735.67
11890,5781,507,3,251.81,0.12,664.78
11891,9521,884,4,1335.27,0.26,3952.4
11892,757,125,2,1070.73,0.3,1499.02
11893,101,378,3,1438.56,0.03,4186.21
11894,9402,642,1,1772.73,0.1,1595.46
11895,3254,215,1,519.23,0.1,467.31
11896,6910,463,2,45.13,0.27,65.89
11897,690,799,5,1918.24,0.01,9495.29
11898,8109,909,5,1980.94,0.21,7824.71
11899,8488,288,1,1849.32,0.26,1368.5
11900,5577,601,4,1493.07,0.11,5315.33
11901,4215,937,4,883.61,0.25,2650.83
11902,989,905,5,1332.79,0.24,5064.6
11903,9222,946,3,1810.38,0.0,5431.14
11904,5319,701,1,1437.92,0.29,1020.92
11905,7114,972,1,851.11,0.12,748.98
11906,2899,92,5,1986.61,0.04,9535.73
11907,3745,603,4,456.58,0.14,1570.64
11908,997,409,1,583.03,0.17,483.91
11909,1710,585,3,682.47,0.04,1965.51
11910,3145,480,1,955.54,0.11,850.43
11911,5352,516,1,1523.44,0.22,1188.28
11912,4022,852,3,230.65,0.3,484.37
11913,8569,27,5,885.02,0.04,4248.1
11914,9919,400,1,1087.07,0.19,880.53
11915,8413,835,2,625.34,0.11,1113.11
11916,9395,359,1,1881.9,0.17,1561.98
11917,4191,153,4,33.17,0.11,118.09
11918,9938,339,3,1845.15,0.08,5092.61
11919,927,23,2,1192.66,0.22,1860.55
11920,6916,553,1,733.46,0.13,638.11
11921,2438,28,2,739.01,0.2,1182.42
11922,110,476,3,1946.43,0.1,5255.36
11923,8122,183,2,726.86,0.13,1264.74
11924,2947,333,3,1996.78,0.19,4852.18
11925,2898,859,2,1395.99,0.03,2708.22
11926,4147,310,3,947.46,0.18,2330.75
11927,3990,655,4,1965.98,0.21,6212.5
11928,6385,336,1,1617.18,0.15,1374.6
11929,3351,715,4,408.89,0.18,1341.16
11930,5150,378,1,1438.56,0.03,1395.4
11931,7194,259,1,392.37,0.15,333.51
11932,5655,576,4,1064.87,0.29,3024.23
11933,7215,66,3,956.17,0.24,2180.07
11934,2659,553,5,733.46,0.17,3043.86
11935,5538,303,3,1407.87,0.07,3927.96
11936,6816,655,4,1965.98,0.11,6998.89
11937,1134,494,4,1072.08,0.29,3044.71
11938,3854,519,1,1856.1,0.24,1410.64
11939,9733,233,5,678.34,0.02,3323.87
11940,1250,563,2,760.91,0.0,1521.82
11941,4211,963,4,127.12,0.1,457.63
11942,605,540,4,238.52,0.03,925.46
11943,1854,704,4,1730.49,0.0,6921.96
11944,8491,663,1,1117.8,0.3,782.46
11945,5150,953,2,757.85,0.24,1151.93
11946,3214,906,5,1266.28,0.07,5888.2
11947,7850,607,3,1751.73,0.06,4939.88
11948,8627,99,3,1514.78,0.22,3544.59
11949,6390,374,3,1546.0,0.24,3524.88
11950,3695,910,5,1610.69,0.29,5717.95
11951,3624,488,5,1477.27,0.19,5982.94
11952,6630,775,1,482.4,0.16,405.22
11953,5723,563,4,760.91,0.23,2343.6
11954,9674,509,4,1829.72,0.07,6806.56
11955,9477,387,5,455.26,0.18,1866.57
11956,8950,19,5,632.74,0.28,2277.86
11957,1207,229,2,596.57,0.14,1026.1
11958,1719,172,1,503.8,0.22,392.96
11959,367,816,3,1650.74,0.06,4655.09
11960,3453,837,1,70.41,0.27,51.4
11961,4698,904,3,1394.05,0.03,4056.69
11962,795,605,1,1624.23,0.14,1396.84
11963,5619,661,1,1704.23,0.05,1619.02
11964,1582,590,3,147.58,0.16,371.9
11965,410,903,1,1568.94,0.14,1349.29
11966,2001,615,1,1231.11,0.15,1046.44
11967,9858,605,1,1624.23,0.15,1380.6
11968,2165,764,5,1237.29,0.18,5072.89
11969,9078,493,2,312.58,0.08,575.15
11970,9686,237,3,1998.19,0.22,4675.76
11971,796,48,1,1151.72,0.15,978.96
11972,2295,984,1,1693.29,0.15,1439.3
11973,4214,15,4,631.91,0.14,2173.77
11974,7112,881,5,1341.59,0.2,5366.36
11975,7801,592,4,723.34,0.17,2401.49
11976,7505,533,5,1571.25,0.02,7699.12
11977,7000,214,2,1006.89,0.02,1973.5
11978,8713,689,1,1256.21,0.06,1180.84
11979,5358,391,1,56.87,0.1,51.18
11980,5288,916,1,1805.92,0.13,1571.15
11981,5470,852,5,230.65,0.09,1049.46
11982,5450,479,4,463.45,0.3,1297.66
11983,3291,553,3,733.46,0.09,2002.35
11984,3642,103,5,1218.82,0.15,5179.98
11985,6922,945,3,572.2,0.03,1665.1
11986,8427,889,3,681.53,0.14,1758.35
11987,7003,624,4,1686.37,0.24,5126.56
11988,1181,179,4,142.77,0.05,542.53
11989,4497,459,1,531.5,0.09,483.67
11990,9805,957,4,1396.61,0.14,4804.34
11991,6525,707,2,504.57,0.1,908.23
11992,7660,630,5,575.77,0.21,2274.29
11993,5350,794,5,221.15,0.22,862.49
11994,6725,882,1,143.88,0.18,117.98
11995,3,267,2,919.75,0.12,1618.76
11996,4390,578,1,1694.17,0.24,1287.57
11997,1644,818,3,1188.0,0.27,2601.72
11998,5676,693,4,1151.65,0.19,3731.35
11999,4757,38,5,1082.03,0.17,4490.42
12000,2828,949,1,1106.62,0.14,951.69
12001,7240,739,3,1301.62,0.16,3280.08
12002,1824,987,1,1911.49,0.05,1815.92
12003,1735,952,3,1617.73,0.13,4222.28
12004,7351,873,1,238.14,0.13,207.18
12005,2923,460,4,952.1,0.25,2856.3
12006,7659,264,3,699.1,0.12,1845.62
12007,9578,959,3,1296.12,0.26,2877.39
12008,615,726,1,762.51,0.13,663.38
12009,1991,921,5,263.2,0.01,1302.84
12010,8277,413,3,1691.89,0.04,4872.64
12011,4508,267,2,919.75,0.27,1342.84
12012,3370,923,2,1096.68,0.09,1995.96
12013,5413,749,3,1776.97,0.27,3891.56
12014,1762,667,5,956.85,0.17,3970.93
12015,1106,965,2,1917.79,0.01,3797.22
12016,1743,604,5,1990.81,0.29,7067.38
12017,6768,143,2,1912.19,0.05,3633.16
12018,311,6,3,889.31,0.06,2507.85
12019,7752,200,2,1686.83,0.12,2968.82
12020,5386,461,2,1992.71,0.06,3746.29
12021,1704,10,3,1585.04,0.07,4422.26
12022,944,60,4,76.41,0.12,268.96
12023,2090,648,4,1952.93,0.24,5936.91
12024,4096,271,4,51.68,0.23,159.17
12025,2729,852,3,230.65,0.05,657.35
12026,8268,454,1,428.09,0.24,325.35
12027,7695,190,5,1734.32,0.27,6330.27
12028,6029,326,4,1842.18,0.18,6042.35
12029,7646,801,3,1341.02,0.0,4023.06
12030,8939,236,1,803.52,0.06,755.31
12031,1052,639,4,80.02,0.04,307.28
12032,5643,413,4,1691.89,0.28,4872.64
12033,488,698,3,544.86,0.17,1356.7
12034,3068,406,2,727.35,0.07,1352.87
12035,7205,861,1,436.89,0.02,428.15
12036,7629,325,2,1235.27,0.01,2445.83
12037,4191,385,3,1266.07,0.16,3190.5
12038,2069,37,4,1046.38,0.13,3641.4
12039,6267,633,2,845.03,0.22,1318.25
12040,141,502,3,297.53,0.02,874.74
12041,3524,261,5,1391.71,0.23,5358.08
12042,7146,40,1,555.51,0.23,427.74
12043,1305,882,5,143.88,0.06,676.24
12044,2708,857,3,944.74,0.13,2465.77
12045,9916,260,5,630.87,0.17,2618.11
12046,9136,422,2,1831.21,0.03,3552.55
12047,1888,258,1,1192.23,0.02,1168.39
12048,1656,479,2,463.45,0.13,806.4
12049,2580,401,3,263.16,0.06,742.11
12050,9902,437,2,1703.38,0.25,2555.07
12051,9510,430,3,887.56,0.25,1997.01
12052,5458,985,2,42.67,0.16,71.69
12053,6231,134,4,1141.08,0.2,3651.46
12054,5788,691,5,1502.09,0.14,6458.99
12055,173,558,3,1944.13,0.28,4199.32
12056,3106,374,1,1546.0,0.21,1221.34
12057,9571,712,5,56.33,0.05,267.57
12058,475,567,4,1596.53,0.11,5683.65
12059,5962,84,3,1673.25,0.25,3764.81
12060,1769,220,4,841.72,0.2,2693.5
12061,3379,237,2,1998.19,0.12,3516.81
12062,5771,810,4,970.69,0.08,3572.14
12063,2323,90,3,1987.37,0.08,5485.14
12064,3570,68,1,877.58,0.13,763.49
12065,9078,246,4,997.96,0.27,2914.04
12066,1912,780,3,1196.43,0.22,2799.65
12067,5629,447,5,1043.14,0.06,4902.76
12068,186,276,3,1422.19,0.05,4053.24
12069,7332,323,3,1358.85,0.26,3016.65
12070,3062,736,4,806.47,0.23,2483.93
12071,8538,988,4,1708.69,0.02,6698.06
12072,2134,449,5,570.66,0.18,2339.71
12073,7326,692,4,954.59,0.09,3474.71
12074,3700,638,1,766.06,0.03,743.08
12075,1775,611,3,1015.99,0.2,2438.38
12076,3845,651,4,284.84,0.18,934.28
12077,2924,272,3,332.47,0.24,758.03
12078,5170,330,1,1233.5,0.14,1060.81
12079,4191,912,1,1056.88,0.18,866.64
12080,4638,523,3,288.02,0.21,682.61
12081,6323,105,3,1879.95,0.27,4117.09
12082,9356,618,5,1667.34,0.12,7336.3
12083,1673,887,1,1105.83,0.0,1105.83
12084,3941,890,2,1677.31,0.04,3220.44
12085,2249,549,2,1076.27,0.19,1743.56
12086,7236,358,5,1299.56,0.17,5393.17
12087,4109,255,4,1441.65,0.26,4267.28
12088,494,809,3,1474.06,0.27,3228.19
12089,2968,496,3,227.25,0.04,654.48
12090,3031,461,2,1992.71,0.09,3626.73
12091,6416,983,4,521.63,0.29,1481.43
12092,9397,507,5,251.81,0.06,1183.51
12093,818,778,5,855.8,0.06,4022.26
12094,9419,772,4,730.02,0.07,2715.67
12095,1709,856,2,1570.0,0.14,2700.4
12096,1272,440,5,965.43,0.28,3475.55
12097,4099,51,5,473.52,0.23,1823.05
12098,7995,822,3,1374.74,0.11,3670.56
12099,1045,95,2,1422.15,0.02,2787.41
12100,4955,554,3,452.5,0.08,1248.9
12101,6525,878,5,114.39,0.29,406.08
12102,5761,843,4,1171.75,0.11,4171.43
12103,7711,814,2,924.34,0.08,1700.79
12104,6009,492,3,1980.35,0.12,5228.12
12105,4177,690,5,59.8,0.02,293.02
12106,8785,615,1,1231.11,0.0,1231.11
12107,1816,873,1,238.14,0.29,169.08
12108,7260,528,3,146.47,0.13,382.29
12109,8020,641,5,710.23,0.05,3373.59
12110,7236,15,4,631.91,0.16,2123.22
12111,6089,286,3,346.19,0.19,841.24
12112,9324,163,1,1696.07,0.14,1458.62
12113,2668,778,5,855.8,0.14,3679.94
12114,9692,364,2,349.73,0.29,496.62
12115,3613,649,5,424.4,0.13,1846.14
12116,8445,615,4,1231.11,0.12,4333.51
12117,4709,248,3,1820.13,0.07,5078.16
12118,1731,535,2,676.4,0.1,1217.52
12119,6218,67,3,32.94,0.3,69.17
12120,3764,701,2,1437.92,0.21,2271.91
12121,9220,285,2,1969.85,0.3,2757.79
12122,7415,62,2,34.23,0.07,63.67
12123,932,240,1,1176.51,0.21,929.44
12124,23,526,3,1552.26,0.28,3352.88
12125,7887,734,3,1328.37,0.07,3706.15
12126,5457,291,5,1924.22,0.2,7696.88
12127,234,3,5,1530.48,0.1,6887.16
12128,2438,935,3,823.91,0.3,1730.21
12129,4196,831,5,1871.36,0.17,7766.14
12130,3607,362,3,1024.52,0.09,2796.94
12131,2612,275,2,164.15,0.04,315.17
12132,5189,705,1,1077.42,0.21,851.16
12133,7131,902,5,1568.47,0.05,7450.23
12134,2296,644,2,1385.41,0.09,2521.45
12135,1583,210,1,370.3,0.17,307.35
12136,1298,372,1,398.72,0.13,346.89
12137,2321,137,1,637.56,0.09,580.18
12138,8476,391,3,56.87,0.07,158.67
12139,8718,643,4,1164.6,0.07,4332.31
12140,5150,230,4,589.61,0.12,2075.43
12141,6629,914,3,358.78,0.05,1022.52
12142,2904,524,1,639.67,0.04,614.08
12143,4320,361,1,939.69,0.04,902.1
12144,3518,739,2,1301.62,0.28,1874.33
12145,9474,188,4,1331.47,0.14,4580.26
12146,4963,210,1,370.3,0.23,285.13
12147,5065,804,2,1399.89,0.3,1959.85
12148,6492,737,3,196.92,0.05,561.22
12149,6872,182,2,144.68,0.2,231.49
12150,7195,401,5,263.16,0.15,1118.43
12151,1432,877,5,1126.89,0.1,5071.01
12152,561,728,3,1248.54,0.02,3670.71
12153,148,352,3,593.03,0.13,1547.81
12154,8796,823,5,1077.64,0.21,4256.68
12155,387,311,4,261.16,0.27,762.59
12156,4440,48,4,1151.72,0.15,3915.85
12157,4253,650,5,1130.55,0.19,4578.73
12158,5653,84,2,1673.25,0.24,2543.34
12159,2602,15,3,631.91,0.08,1744.07
12160,6319,350,4,379.53,0.02,1487.76
12161,3476,522,2,1242.93,0.17,2063.26
12162,9208,329,5,889.45,0.0,4447.25
12163,3651,473,5,1798.32,0.12,7912.61
12164,6572,462,3,901.9,0.09,2462.19
12165,9201,955,2,775.88,0.06,1458.65
12166,1394,45,2,1925.37,0.08,3542.68
12167,221,74,1,1291.8,0.05,1227.21
12168,1919,155,3,706.95,0.02,2078.43
12169,8684,508,3,1225.03,0.26,2719.57
12170,4997,622,1,1574.52,0.08,1448.56
12171,7301,952,4,1617.73,0.07,6017.96
12172,5765,358,5,1299.56,0.27,4743.39
12173,1902,720,4,763.33,0.13,2656.39
12174,6231,732,1,341.27,0.08,313.97
12175,9558,378,1,1438.56,0.29,1021.38
12176,259,500,1,1474.46,0.13,1282.78
12177,3201,439,3,669.41,0.04,1927.9
12178,3626,198,2,638.75,0.29,907.02
12179,2465,345,5,1586.78,0.14,6823.15
12180,2042,548,1,828.82,0.09,754.23
12181,2330,694,2,1718.46,0.11,3058.86
12182,1458,592,4,723.34,0.24,2198.95
12183,6391,828,4,319.56,0.24,971.46
12184,8227,126,5,1447.82,0.08,6659.97
12185,2743,855,2,1739.67,0.13,3027.03
12186,6840,869,3,1393.74,0.0,4181.22
12187,451,981,1,693.17,0.27,506.01
12188,6889,669,4,818.01,0.16,2748.51
12189,7993,525,2,479.5,0.07,891.87
12190,9269,520,5,1449.82,0.22,5654.3
12191,8391,994,5,1309.92,0.01,6484.1
12192,1893,294,3,1839.22,0.24,4193.42
12193,2252,607,1,1751.73,0.22,1366.35
12194,7667,231,5,911.09,0.22,3553.25
12195,9913,947,4,435.72,0.22,1359.45
12196,2654,796,2,1978.71,0.07,3680.4
12197,4593,614,2,1722.88,0.18,2825.52
12198,5264,503,2,1584.2,0.07,2946.61
12199,3235,894,1,363.74,0.11,323.73
12200,9409,652,2,1702.51,0.12,2996.42
12201,5147,57,3,1986.82,0.2,4768.37
12202,4510,654,5,673.54,0.09,3064.61
12203,9812,166,2,419.91,0.03,814.63
12204,1539,602,4,137.04,0.13,476.9
12205,7407,954,3,1330.31,0.16,3352.38
12206,7349,826,3,1637.39,0.03,4764.8
12207,8369,944,1,1526.21,0.01,1510.95
12208,4497,716,2,1955.6,0.16,3285.41
12209,9044,750,2,592.73,0.0,1185.46
12210,839,4,3,1969.88,0.25,4432.23
12211,7662,375,2,542.78,0.15,922.73
12212,8352,126,3,1447.82,0.06,4082.85
12213,2521,409,1,583.03,0.28,419.78
12214,6712,318,4,1739.99,0.05,6611.96
