inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
2096,105,16,238,63,2026-01-01
2097,105,17,434,75,2026-01-01
2098,105,18,178,27,2026-01-01
2099,105,19,448,92,2026-01-01
2100,105,20,274,36,2026-01-01
2101,106,1,12,64,2026-01-01
2102,106,2,399,79,2026-01-01
2103,106,3,164,50,2026-01-01
2104,106,4,442,97,2026-01-01
2105,106,5,491,63,2026-01-01
2106,106,6,270,63,2026-01-01
2107,106,7,79,45,2026-01-01
2108,106,8,416,91,2026-01-01
2109,106,9,246,43,2026-01-01
2110,106,10,438,86,2026-01-01
2111,106,11,20,92,2026-01-01
2112,106,12,435,81,2026-01-01
2113,106,13,166,72,2026-01-01
2114,106,14,90,58,2026-01-01
2115,106,15,465,86,2026-01-01
2116,106,16,168,49,2026-01-01
2117,106,17,458,99,2026-01-01
2118,106,18,72,31,2026-01-01
2119,106,19,375,42,2026-01-01
2120,106,20,357,26,2026-01-01
2121,107,1,426,34,2026-01-01
2122,107,2,232,43,2026-01-01
2123,107,3,25,27,2026-01-01
2124,107,4,417,29,2026-01-01
2125,107,5,266,38,2026-01-01
2126,107,6,60,24,2026-01-01
2127,107,7,451,53,2026-01-01
2128,107,8,117,81,2026-01-01
2129,107,9,47,47,2026-01-01
2130,107,10,198,90,2026-01-01
2131,107,11,387,85,2026-01-01
2132,107,12,265,71,2026-01-01
2133,107,13,370,70,2026-01-01
2134,107,14,457,34,2026-01-01
2135,107,15,332,59,2026-01-01
2136,107,16,85,66,2026-01-01
2137,107,17,250,93,2026-01-01
2138,107,18,469,86,2026-01-01
2139,107,19,377,98,2026-01-01
2140,107,20,175,76,2026-01-01
2141,108,1,230,28,2026-01-01
2142,108,2,417,63,2026-01-01
2143,108,3,151,28,2026-01-01
2144,108,4,78,86,2026-01-01
2145,108,5,98,82,2026-01-01
2146,108,6,488,26,2026-01-01
2147,108,7,319,100,2026-01-01
2148,108,8,248,32,2026-01-01
2149,108,9,407,32,2026-01-01
2150,108,10,307,98,2026-01-01
2151,108,11,347,29,2026-01-01
2152,108,12,260,86,2026-01-01
2153,108,13,223,98,2026-01-01
2154,108,14,132,40,2026-01-01
2155,108,15,189,52,2026-01-01
2156,108,16,47,88,2026-01-01
2157,108,17,126,42,2026-01-01
2158,108,18,151,51,2026-01-01
2159,108,19,103,51,2026-01-01
2160,108,20,388,32,2026-01-01
2161,109,1,5,98,2026-01-01
2162,109,2,14,32,2026-01-01
2163,109,3,82,35,2026-01-01
2164,109,4,250,77,2026-01-01
2165,109,5,342,23,2026-01-01
2166,109,6,271,89,2026-01-01
2167,109,7,478,33,2026-01-01
2168,109,8,78,64,2026-01-01
2169,109,9,86,45,2026-01-01
2170,109,10,469,40,2026-01-01
2171,109,11,162,97,2026-01-01
2172,109,12,290,34,2026-01-01
2173,109,13,464,64,2026-01-01
2174,109,14,121,46,2026-01-01
2175,109,15,62,69,2026-01-01
2176,109,16,362,64,2026-01-01
2177,109,17,477,71,2026-01-01
2178,109,18,314,59,2026-01-01
2179,109,19,274,22,2026-01-01
2180,109,20,201,36,2026-01-01
2181,110,1,393,78,2026-01-01
2182,110,2,278,48,2026-01-01
2183,110,3,83,53,2026-01-01
2184,110,4,27,20,2026-01-01
2185,110,5,475,66,2026-01-01
2186,110,6,477,93,2026-01-01
2187,110,7,461,83,2026-01-01
2188,110,8,453,86,2026-01-01
2189,110,9,133,65,2026-01-01
2190,110,10,23,21,2026-01-01
2191,110,11,292,93,2026-01-01
2192,110,12,275,26,2026-01-01
2193,110,13,6,42,2026-01-01
2194,110,14,132,63,2026-01-01
2195,110,15,455,29,2026-01-01
2196,110,16,426,79,2026-01-01
2197,110,17,164,36,2026-01-01
2198,110,18,419,82,2026-01-01
2199,110,19,54,34,2026-01-01
2200,110,20,146,29,2026-01-01
2201,111,1,52,30,2026-01-01
2202,111,2,468,71,2026-01-01
2203,111,3,191,69,2026-01-01
2204,111,4,101,82,2026-01-01
2205,111,5,54,34,2026-01-01
2206,111,6,268,81,2026-01-01
2207,111,7,42,84,2026-01-01
2208,111,8,500,70,2026-01-01
2209,111,9,319,22,2026-01-01
2210,111,10,418,82,2026-01-01
2211,111,11,213,68,2026-01-01
2212,111,12,161,87,2026-01-01
2213,111,13,272,49,2026-01-01
2214,111,14,196,89,2026-01-01
2215,111,15,294,28,2026-01-01
2216,111,16,194,99,2026-01-01
2217,111,17,160,39,2026-01-01
2218,111,18,302,85,2026-01-01
2219,111,19,370,75,2026-01-01
2220,111,20,266,75,2026-01-01
2221,112,1,283,53,2026-01-01
2222,112,2,137,65,2026-01-01
2223,112,3,350,27,2026-01-01
2224,112,4,273,83,2026-01-01
2225,112,5,1,56,2026-01-01
2226,112,6,126,89,2026-01-01
2227,112,7,29,70,2026-01-01
2228,112,8,419,58,2026-01-01
2229,112,9,39,56,2026-01-01
2230,112,10,94,92,2026-01-01
2231,112,11,483,62,2026-01-01
2232,112,12,4,63,2026-01-01
2233,112,13,89,21,2026-01-01
2234,112,14,232,98,2026-01-01
2235,112,15,453,35,2026-01-01
2236,112,16,298,60,2026-01-01
2237,112,17,62,55,2026-01-01
2238,112,18,322,98,2026-01-01
2239,112,19,399,36,2026-01-01
2240,112,20,102,78,2026-01-01
2241,113,1,273,84,2026-01-01
2242,113,2,357,56,2026-01-01
2243,113,3,129,49,2026-01-01
2244,113,4,454,75,2026-01-01
2245,113,5,37,25,2026-01-01
2246,113,6,344,74,2026-01-01
2247,113,7,432,21,2026-01-01
2248,113,8,341,33,2026-01-01
2249,113,9,96,85,2026-01-01
2250,113,10,319,30,2026-01-01
2251,113,11,440,81,2026-01-01
2252,113,12,420,44,2026-01-01
2253,113,13,328,32,2026-01-01
2254,113,14,114,89,2026-01-01
2255,113,15,40,68,2026-01-01
2256,113,16,121,98,2026-01-01
2257,113,17,458,71,2026-01-01
2258,113,18,63,25,2026-01-01
2259,113,19,154,75,2026-01-01
2260,113,20,103,41,2026-01-01
2261,114,1,61,97,2026-01-01
2262,114,2,196,71,2026-01-01
2263,114,3,11,22,2026-01-01
2264,114,4,163,68,2026-01-01
2265,114,5,321,74,2026-01-01
2266,114,6,430,87,2026-01-01
2267,114,7,284,56,2026-01-01
2268,114,8,378,74,2026-01-01
2269,114,9,354,90,2026-01-01
2270,114,10,309,68,2026-01-01
2271,114,11,251,29,2026-01-01
2272,114,12,280,86,2026-01-01
2273,114,13,427,53,2026-01-01
2274,114,14,187,21,2026-01-01
2275,114,15,226,85,2026-01-01
2276,114,16,474,93,2026-01-01
2277,114,17,401,89,2026-01-01
2278,114,18,271,29,2026-01-01
2279,114,19,494,98,2026-01-01
2280,114,20,341,85,2026-01-01
2281,115,1,174,73,2026-01-01
2282,115,2,187,30,2026-01-01
2283,115,3,211,63,2026-01-01
2284,115,4,35,72,2026-01-01
2285,115,5,36,62,2026-01-01
2286,115,6,393,28,2026-01-01
2287,115,7,212,61,2026-01-01
2288,115,8,190,34,2026-01-01
2289,115,9,413,37,2026-01-01
2290,115,10,82,44,2026-01-01
2291,115,11,387,65,2026-01-01
2292,115,12,349,89,2026-01-01
2293,115,13,411,59,2026-01-01
2294,115,14,123,97,2026-01-01
2295,115,15,115,61,2026-01-01
2296,115,16,433,78,2026-01-01
2297,115,17,453,80,2026-01-01
2298,115,18,66,88,2026-01-01
2299,115,19,426,96,2026-01-01
2300,115,20,328,33,2026-01-01
2301,116,1,423,73,2026-01-01
2302,116,2,338,26,2026-01-01
2303,116,3,133,49,2026-01-01
2304,116,4,274,29,2026-01-01
2305,116,5,130,97,2026-01-01
2306,116,6,394,29,2026-01-01
2307,116,7,285,76,2026-01-01
2308,116,8,12,35,2026-01-01
2309,116,9,13,25,2026-01-01
2310,116,10,459,47,2026-01-01
2311,116,11,118,80,2026-01-01
2312,116,12,73,28,2026-01-01
2313,116,13,351,71,2026-01-01
2314,116,14,387,73,2026-01-01
2315,116,15,226,98,2026-01-01
2316,116,16,267,79,2026-01-01
2317,116,17,463,65,2026-01-01
2318,116,18,219,28,2026-01-01
2319,116,19,412,32,2026-01-01
2320,116,20,419,33,2026-01-01
2321,117,1,392,74,2026-01-01
2322,117,2,252,26,2026-01-01
2323,117,3,88,23,2026-01-01
2324,117,4,374,96,2026-01-01
2325,117,5,221,56,2026-01-01
2326,117,6,347,93,2026-01-01
2327,117,7,470,54,2026-01-01
2328,117,8,463,54,2026-01-01
2329,117,9,5,76,2026-01-01
2330,117,10,90,77,2026-01-01
2331,117,11,433,71,2026-01-01
2332,117,12,93,36,2026-01-01
2333,117,13,339,54,2026-01-01
2334,117,14,378,38,2026-01-01
2335,117,15,429,51,2026-01-01
2336,117,16,192,72,2026-01-01
2337,117,17,189,52,2026-01-01
2338,117,18,279,68,2026-01-01
2339,117,19,352,27,2026-01-01
2340,117,20,75,34,2026-01-01
2341,118,1,329,91,2026-01-01
2342,118,2,332,30,2026-01-01
2343,118,3,228,87,2026-01-01
2344,118,4,89,34,2026-01-01
2345,118,5,40,96,2026-01-01
2346,118,6,72,89,2026-01-01
2347,118,7,370,70,2026-01-01
2348,118,8,393,38,2026-01-01
2349,118,9,209,52,2026-01-01
2350,118,10,114,57,2026-01-01
2351,118,11,137,74,2026-01-01
2352,118,12,341,36,2026-01-01
2353,118,13,163,48,2026-01-01
2354,118,14,121,46,2026-01-01
2355,118,15,121,23,2026-01-01
2356,118,16,89,55,2026-01-01
2357,118,17,358,53,2026-01-01
2358,118,18,158,20,2026-01-01
2359,118,19,109,22,2026-01-01
2360,118,20,137,26,2026-01-01
2361,119,1,334,20,2026-01-01
2362,119,2,216,78,2026-01-01
2363,119,3,184,98,2026-01-01
2364,119,4,299,65,2026-01-01
2365,119,5,10,59,2026-01-01
2366,119,6,111,47,2026-01-01
2367,119,7,389,60,2026-01-01
2368,119,8,270,61,2026-01-01
2369,119,9,171,42,2026-01-01
2370,119,10,481,28,2026-01-01
2371,119,11,258,64,2026-01-01
2372,119,12,436,56,2026-01-01
2373,119,13,9,98,2026-01-01
2374,119,14,317,49,2026-01-01
2375,119,15,212,89,2026-01-01
2376,119,16,137,79,2026-01-01
2377,119,17,497,81,2026-01-01
2378,119,18,213,45,2026-01-01
2379,119,19,77,80,2026-01-01
2380,119,20,456,28,2026-01-01
2381,120,1,478,26,2026-01-01
2382,120,2,183,95,2026-01-01
2383,120,3,176,67,2026-01-01
2384,120,4,84,65,2026-01-01
2385,120,5,114,49,2026-01-01
2386,120,6,68,89,2026-01-01
2387,120,7,436,87,2026-01-01
2388,120,8,461,56,2026-01-01
2389,120,9,169,71,2026-01-01
2390,120,10,277,39,2026-01-01
2391,120,11,203,37,2026-01-01
2392,120,12,157,68,2026-01-01
2393,120,13,325,20,2026-01-01
2394,120,14,308,74,2026-01-01
2395,120,15,387,96,2026-01-01
2396,120,16,373,89,2026-01-01
2397,120,17,444,87,2026-01-01
2398,120,18,237,98,2026-01-01
2399,120,19,415,96,2026-01-01
2400,120,20,203,44,2026-01-01
2401,121,1,418,88,2026-01-01
2402,121,2,17,100,2026-01-01
2403,121,3,170,75,2026-01-01
2404,121,4,186,70,2026-01-01
2405,121,5,166,56,2026-01-01
2406,121,6,101,71,2026-01-01
2407,121,7,411,25,2026-01-01
2408,121,8,366,31,2026-01-01
2409,121,9,143,61,2026-01-01
2410,121,10,400,52,2026-01-01
2411,121,11,90,88,2026-01-01
2412,121,12,166,86,2026-01-01
2413,121,13,183,94,2026-01-01
2414,121,14,12,61,2026-01-01
2415,121,15,127,52,2026-01-01
2416,121,16,1,21,2026-01-01
2417,121,17,430,21,2026-01-01
2418,121,18,384,62,2026-01-01
2419,121,19,252,23,2026-01-01
2420,121,20,388,84,2026-01-01
2421,122,1,77,35,2026-01-01
2422,122,2,290,60,2026-01-01
2423,122,3,345,79,2026-01-01
2424,122,4,172,39,2026-01-01
2425,122,5,195,22,2026-01-01
2426,122,6,80,21,2026-01-01
2427,122,7,123,28,2026-01-01
2428,122,8,438,49,2026-01-01
2429,122,9,198,94,2026-01-01
2430,122,10,364,26,2026-01-01
2431,122,11,295,47,2026-01-01
2432,122,12,113,76,2026-01-01
2433,122,13,11,87,2026-01-01
2434,122,14,345,81,2026-01-01
2435,122,15,24,41,2026-01-01
2436,122,16,220,33,2026-01-01
2437,122,17,36,78,2026-01-01
2438,122,18,282,92,2026-01-01
2439,122,19,191,67,2026-01-01
2440,122,20,474,51,2026-01-01
2441,123,1,124,36,2026-01-01
2442,123,2,124,95,2026-01-01
2443,123,3,44,65,2026-01-01
2444,123,4,488,60,2026-01-01
2445,123,5,15,59,2026-01-01
2446,123,6,345,82,2026-01-01
2447,123,7,57,25,2026-01-01
2448,123,8,10,100,2026-01-01
2449,123,9,485,79,2026-01-01
2450,123,10,149,45,2026-01-01
2451,123,11,94,21,2026-01-01
2452,123,12,399,80,2026-01-01
2453,123,13,127,29,2026-01-01
2454,123,14,283,38,2026-01-01
2455,123,15,460,89,2026-01-01
2456,123,16,369,23,2026-01-01
2457,123,17,257,29,2026-01-01
2458,123,18,97,26,2026-01-01
2459,123,19,424,49,2026-01-01
2460,123,20,269,85,2026-01-01
2461,124,1,352,82,2026-01-01
2462,124,2,336,81,2026-01-01
2463,124,3,223,96,2026-01-01
2464,124,4,312,35,2026-01-01
2465,124,5,154,40,2026-01-01
2466,124,6,230,73,2026-01-01
2467,124,7,166,97,2026-01-01
2468,124,8,463,98,2026-01-01
2469,124,9,342,38,2026-01-01
2470,124,10,368,76,2026-01-01
2471,124,11,363,35,2026-01-01
2472,124,12,152,87,2026-01-01
2473,124,13,34,36,2026-01-01
2474,124,14,213,56,2026-01-01
2475,124,15,438,62,2026-01-01
2476,124,16,40,87,2026-01-01
2477,124,17,125,41,2026-01-01
2478,124,18,186,83,2026-01-01
2479,124,19,476,48,2026-01-01
2480,124,20,339,71,2026-01-01
2481,125,1,264,74,2026-01-01
2482,125,2,433,55,2026-01-01
2483,125,3,42,78,2026-01-01
2484,125,4,243,82,2026-01-01
2485,125,5,183,45,2026-01-01
2486,125,6,354,88,2026-01-01
2487,125,7,108,37,2026-01-01
2488,125,8,257,53,2026-01-01
2489,125,9,37,24,2026-01-01
2490,125,10,208,66,2026-01-01
2491,125,11,147,75,2026-01-01
2492,125,12,332,75,2026-01-01
2493,125,13,429,21,2026-01-01
2494,125,14,492,40,2026-01-01
2495,125,15,124,46,2026-01-01
2496,125,16,194,35,2026-01-01
2497,125,17,383,35,2026-01-01
2498,125,18,460,80,2026-01-01
2499,125,19,410,38,2026-01-01
2500,125,20,350,31,2026-01-01
2501,126,1,87,79,2026-01-01
2502,126,2,58,23,2026-01-01
2503,126,3,346,55,2026-01-01
2504,126,4,327,40,2026-01-01
2505,126,5,52,96,2026-01-01
2506,126,6,305,93,2026-01-01
2507,126,7,258,54,2026-01-01
2508,126,8,228,67,2026-01-01
2509,126,9,441,42,2026-01-01
2510,126,10,178,64,2026-01-01
2511,126,11,244,60,2026-01-01
2512,126,12,468,54,2026-01-01
2513,126,13,401,74,2026-01-01
2514,126,14,58,77,2026-01-01
2515,126,15,388,22,2026-01-01
2516,126,16,494,66,2026-01-01
2517,126,17,123,91,2026-01-01
2518,126,18,11,60,2026-01-01
2519,126,19,288,53,2026-01-01
2520,126,20,112,64,2026-01-01
2521,127,1,109,99,2026-01-01
2522,127,2,243,36,2026-01-01
2523,127,3,387,81,2026-01-01
2524,127,4,398,62,2026-01-01
2525,127,5,123,75,2026-01-01
2526,127,6,180,99,2026-01-01
2527,127,7,413,47,2026-01-01
2528,127,8,230,78,2026-01-01
2529,127,9,4,58,2026-01-01
2530,127,10,384,54,2026-01-01
2531,127,11,18,86,2026-01-01
2532,127,12,416,81,2026-01-01
2533,127,13,165,83,2026-01-01
2534,127,14,99,54,2026-01-01
2535,127,15,156,25,2026-01-01
2536,127,16,441,97,2026-01-01
2537,127,17,431,96,2026-01-01
2538,127,18,46,62,2026-01-01
2539,127,19,206,54,2026-01-01
2540,127,20,227,25,2026-01-01
2541,128,1,362,75,2026-01-01
2542,128,2,55,65,2026-01-01
2543,128,3,41,25,2026-01-01
2544,128,4,100,28,2026-01-01
2545,128,5,245,71,2026-01-01
2546,128,6,462,26,2026-01-01
2547,128,7,212,24,2026-01-01
2548,128,8,499,50,2026-01-01
2549,128,9,112,58,2026-01-01
2550,128,10,347,38,2026-01-01
2551,128,11,63,23,2026-01-01
2552,128,12,80,38,2026-01-01
2553,128,13,317,50,2026-01-01
2554,128,14,230,56,2026-01-01
2555,128,15,284,31,2026-01-01
2556,128,16,398,98,2026-01-01
2557,128,17,190,46,2026-01-01
2558,128,18,410,93,2026-01-01
2559,128,19,5,65,2026-01-01
2560,128,20,354,70,2026-01-01
2561,129,1,54,96,2026-01-01
2562,129,2,443,26,2026-01-01
2563,129,3,183,95,2026-01-01
2564,129,4,460,70,2026-01-01
2565,129,5,257,88,2026-01-01
2566,129,6,484,100,2026-01-01
2567,129,7,395,99,2026-01-01
2568,129,8,66,48,2026-01-01
2569,129,9,62,90,2026-01-01
2570,129,10,490,32,2026-01-01
2571,129,11,53,62,2026-01-01
2572,129,12,480,50,2026-01-01
2573,129,13,491,39,2026-01-01
2574,129,14,436,50,2026-01-01
2575,129,15,270,41,2026-01-01
2576,129,16,172,38,2026-01-01
2577,129,17,73,21,2026-01-01
2578,129,18,200,88,2026-01-01
2579,129,19,393,89,2026-01-01
2580,129,20,287,70,2026-01-01
2581,130,1,20,43,2026-01-01
2582,130,2,179,74,2026-01-01
2583,130,3,16,56,2026-01-01
2584,130,4,183,78,2026-01-01
2585,130,5,20,24,2026-01-01
2586,130,6,369,84,2026-01-01
2587,130,7,35,46,2026-01-01
2588,130,8,366,88,2026-01-01
2589,130,9,285,93,2026-01-01
2590,130,10,265,46,2026-01-01
2591,130,11,424,82,2026-01-01
2592,130,12,154,99,2026-01-01
2593,130,13,121,87,2026-01-01
2594,130,14,123,23,2026-01-01
2595,130,15,170,95,2026-01-01
2596,130,16,112,73,2026-01-01
2597,130,17,486,58,2026-01-01
2598,130,18,364,77,2026-01-01
2599,130,19,51,53,2026-01-01
2600,130,20,248,77,2026-01-01
2601,131,1,236,82,2026-01-01
2602,131,2,126,36,2026-01-01
2603,131,3,221,80,2026-01-01
2604,131,4,391,92,2026-01-01
2605,131,5,479,56,2026-01-01
2606,131,6,76,55,2026-01-01
2607,131,7,208,42,2026-01-01
2608,131,8,385,36,2026-01-01
2609,131,9,199,30,2026-01-01
2610,131,10,134,72,2026-01-01
2611,131,11,487,44,2026-01-01
2612,131,12,51,83,2026-01-01
2613,131,13,319,38,2026-01-01
2614,131,14,358,87,2026-01-01
2615,131,15,276,54,2026-01-01
2616,131,16,267,87,2026-01-01
2617,131,17,173,43,2026-01-01
2618,131,18,349,71,2026-01-01
2619,131,19,37,95,2026-01-01
2620,131,20,456,89,2026-01-01
2621,132,1,80,21,2026-01-01
2622,132,2,431,81,2026-01-01
2623,132,3,389,42,2026-01-01
2624,132,4,407,76,2026-01-01
2625,132,5,203,92,2026-01-01
2626,132,6,226,94,2026-01-01
2627,132,7,278,23,2026-01-01
2628,132,8,150,79,2026-01-01
2629,132,9,143,93,2026-01-01
2630,132,10,24,50,2026-01-01
2631,132,11,415,63,2026-01-01
2632,132,12,174,77,2026-01-01
2633,132,13,272,58,2026-01-01
2634,132,14,386,92,2026-01-01
2635,132,15,371,31,2026-01-01
2636,132,16,4,25,2026-01-01
2637,132,17,175,49,2026-01-01
2638,132,18,96,75,2026-01-01
2639,132,19,397,32,2026-01-01
2640,132,20,3,29,2026-01-01
2641,133,1,342,98,2026-01-01
2642,133,2,58,30,2026-01-01
2643,133,3,144,91,2026-01-01
2644,133,4,72,77,2026-01-01
2645,133,5,226,51,2026-01-01
2646,133,6,303,21,2026-01-01
2647,133,7,11,21,2026-01-01
2648,133,8,0,33,2026-01-01
2649,133,9,405,25,2026-01-01
2650,133,10,427,39,2026-01-01
2651,133,11,432,56,2026-01-01
2652,133,12,19,38,2026-01-01
2653,133,13,435,53,2026-01-01
2654,133,14,285,27,2026-01-01
2655,133,15,480,41,2026-01-01
2656,133,16,312,54,2026-01-01
2657,133,17,227,23,2026-01-01
2658,133,18,230,72,2026-01-01
2659,133,19,155,39,2026-01-01
2660,133,20,192,47,2026-01-01
2661,134,1,453,46,2026-01-01
2662,134,2,2,21,2026-01-01
2663,134,3,382,68,2026-01-01
2664,134,4,17,58,2026-01-01
2665,134,5,167,75,2026-01-01
2666,134,6,476,61,2026-01-01
2667,134,7,464,80,2026-01-01
2668,134,8,352,50,2026-01-01
2669,134,9,363,44,2026-01-01
2670,134,10,281,38,2026-01-01
2671,134,11,256,87,2026-01-01
2672,134,12,0,32,2026-01-01
2673,134,13,96,84,2026-01-01
2674,134,14,382,34,2026-01-01
2675,134,15,119,42,2026-01-01
2676,134,16,64,99,2026-01-01
2677,134,17,347,24,2026-01-01
2678,134,18,120,71,2026-01-01
2679,134,19,232,73,2026-01-01
2680,134,20,45,23,2026-01-01
2681,135,1,142,99,2026-01-01
2682,135,2,117,70,2026-01-01
2683,135,3,341,86,2026-01-01
2684,135,4,35,86,2026-01-01
2685,135,5,1,30,2026-01-01
2686,135,6,267,60,2026-01-01
2687,135,7,250,40,2026-01-01
2688,135,8,122,36,2026-01-01
2689,135,9,286,32,2026-01-01
2690,135,10,373,81,2026-01-01
2691,135,11,47,80,2026-01-01
2692,135,12,487,62,2026-01-01
2693,135,13,167,65,2026-01-01
2694,135,14,135,100,2026-01-01
2695,135,15,144,36,2026-01-01
2696,135,16,480,93,2026-01-01
2697,135,17,331,29,2026-01-01
2698,135,18,203,48,2026-01-01
2699,135,19,112,42,2026-01-01
2700,135,20,354,27,2026-01-01
2701,136,1,117,36,2026-01-01
2702,136,2,141,63,2026-01-01
2703,136,3,55,57,2026-01-01
2704,136,4,101,64,2026-01-01
2705,136,5,31,70,2026-01-01
2706,136,6,228,34,2026-01-01
2707,136,7,302,71,2026-01-01
2708,136,8,273,53,2026-01-01
2709,136,9,431,42,2026-01-01
2710,136,10,362,53,2026-01-01
2711,136,11,469,77,2026-01-01
2712,136,12,99,51,2026-01-01
2713,136,13,15,100,2026-01-01
2714,136,14,418,27,2026-01-01
2715,136,15,363,75,2026-01-01
2716,136,16,39,64,2026-01-01
2717,136,17,122,32,2026-01-01
2718,136,18,345,49,2026-01-01
2719,136,19,263,47,2026-01-01
2720,136,20,316,70,2026-01-01
2721,137,1,191,23,2026-01-01
2722,137,2,110,84,2026-01-01
2723,137,3,417,23,2026-01-01
2724,137,4,122,62,2026-01-01
2725,137,5,73,38,2026-01-01
2726,137,6,103,35,2026-01-01
2727,137,7,172,75,2026-01-01
2728,137,8,217,43,2026-01-01
2729,137,9,364,41,2026-01-01
2730,137,10,385,40,2026-01-01
2731,137,11,426,84,2026-01-01
2732,137,12,8,33,2026-01-01
2733,137,13,361,54,2026-01-01
2734,137,14,107,47,2026-01-01
2735,137,15,377,97,2026-01-01
2736,137,16,308,25,2026-01-01
2737,137,17,246,33,2026-01-01
2738,137,18,389,39,2026-01-01
2739,137,19,200,23,2026-01-01
2740,137,20,226,46,2026-01-01
2741,138,1,400,54,2026-01-01
2742,138,2,363,98,2026-01-01
2743,138,3,258,28,2026-01-01
2744,138,4,195,75,2026-01-01
2745,138,5,29,60,2026-01-01
2746,138,6,58,91,2026-01-01
2747,138,7,482,26,2026-01-01
2748,138,8,477,49,2026-01-01
2749,138,9,330,50,2026-01-01
2750,138,10,313,58,2026-01-01
2751,138,11,299,33,2026-01-01
2752,138,12,377,72,2026-01-01
2753,138,13,178,78,2026-01-01
2754,138,14,74,74,2026-01-01
2755,138,15,283,53,2026-01-01
2756,138,16,89,63,2026-01-01
2757,138,17,25,96,2026-01-01
2758,138,18,310,86,2026-01-01
2759,138,19,400,51,2026-01-01
2760,138,20,165,49,2026-01-01
2761,139,1,6,57,2026-01-01
2762,139,2,313,45,2026-01-01
2763,139,3,272,94,2026-01-01
2764,139,4,204,25,2026-01-01
2765,139,5,320,95,2026-01-01
2766,139,6,89,53,2026-01-01
2767,139,7,215,30,2026-01-01
2768,139,8,69,98,2026-01-01
2769,139,9,271,22,2026-01-01
2770,139,10,432,51,2026-01-01
2771,139,11,334,50,2026-01-01
2772,139,12,265,32,2026-01-01
2773,139,13,180,30,2026-01-01
2774,139,14,197,90,2026-01-01
2775,139,15,183,24,2026-01-01
2776,139,16,68,69,2026-01-01
2777,139,17,499,88,2026-01-01
2778,139,18,222,38,2026-01-01
2779,139,19,65,49,2026-01-01
2780,139,20,108,96,2026-01-01
2781,140,1,337,69,2026-01-01
2782,140,2,139,31,2026-01-01
2783,140,3,371,44,2026-01-01
2784,140,4,434,33,2026-01-01
2785,140,5,265,71,2026-01-01
2786,140,6,330,30,2026-01-01
2787,140,7,269,31,2026-01-01
2788,140,8,480,59,2026-01-01
2789,140,9,362,98,2026-01-01
2790,140,10,55,67,2026-01-01
2791,140,11,295,62,2026-01-01
2792,140,12,344,61,2026-01-01
2793,140,13,435,73,2026-01-01
2794,140,14,328,39,2026-01-01
2795,140,15,46,50,2026-01-01
2796,140,16,102,62,2026-01-01
2797,140,17,209,63,2026-01-01
2798,140,18,0,98,2026-01-01
2799,140,19,342,86,2026-01-01
2800,140,20,31,79,2026-01-01
2801,141,1,9,56,2026-01-01
2802,141,2,132,22,2026-01-01
2803,141,3,95,84,2026-01-01
2804,141,4,144,48,2026-01-01
2805,141,5,298,85,2026-01-01
2806,141,6,282,57,2026-01-01
2807,141,7,91,59,2026-01-01
2808,141,8,393,51,2026-01-01
2809,141,9,360,62,2026-01-01
2810,141,10,347,77,2026-01-01
2811,141,11,165,20,2026-01-01
2812,141,12,22,59,2026-01-01
2813,141,13,271,57,2026-01-01
2814,141,14,280,66,2026-01-01
2815,141,15,375,63,2026-01-01
2816,141,16,27,24,2026-01-01
2817,141,17,196,29,2026-01-01
2818,141,18,38,85,2026-01-01
2819,141,19,301,54,2026-01-01
2820,141,20,368,81,2026-01-01
2821,142,1,100,83,2026-01-01
2822,142,2,298,37,2026-01-01
2823,142,3,427,40,2026-01-01
2824,142,4,44,93,2026-01-01
2825,142,5,401,42,2026-01-01
2826,142,6,130,61,2026-01-01
2827,142,7,421,21,2026-01-01
2828,142,8,17,97,2026-01-01
2829,142,9,285,85,2026-01-01
2830,142,10,108,31,2026-01-01
2831,142,11,316,73,2026-01-01
2832,142,12,180,71,2026-01-01
2833,142,13,50,75,2026-01-01
2834,142,14,446,22,2026-01-01
2835,142,15,207,53,2026-01-01
2836,142,16,194,20,2026-01-01
2837,142,17,357,42,2026-01-01
2838,142,18,34,75,2026-01-01
2839,142,19,47,51,2026-01-01
2840,142,20,412,35,2026-01-01
2841,143,1,366,33,2026-01-01
2842,143,2,286,58,2026-01-01
2843,143,3,349,82,2026-01-01
2844,143,4,48,50,2026-01-01
2845,143,5,493,66,2026-01-01
2846,143,6,207,85,2026-01-01
2847,143,7,209,20,2026-01-01
2848,143,8,399,92,2026-01-01
2849,143,9,341,60,2026-01-01
2850,143,10,95,78,2026-01-01
2851,143,11,442,71,2026-01-01
2852,143,12,131,85,2026-01-01
2853,143,13,162,22,2026-01-01
2854,143,14,484,51,2026-01-01
2855,143,15,396,53,2026-01-01
2856,143,16,424,95,2026-01-01
2857,143,17,289,41,2026-01-01
2858,143,18,38,90,2026-01-01
2859,143,19,16,31,2026-01-01
2860,143,20,434,73,2026-01-01
2861,144,1,391,64,2026-01-01
2862,144,2,474,61,2026-01-01
2863,144,3,250,40,2026-01-01
2864,144,4,353,41,2026-01-01
2865,144,5,275,93,2026-01-01
2866,144,6,459,92,2026-01-01
2867,144,7,398,44,2026-01-01
2868,144,8,19,87,2026-01-01
2869,144,9,450,85,2026-01-01
2870,144,10,37,66,2026-01-01
