return_id,order_id,product_id,quantity,return_reason,return_status,return_date
799,5211.0,788.0,4.0,Damaged Product,Rejected,2025-10-02
800,2774.0,970.0,4.0,Quality Issue,Rejected,2026-01-25
801,5966.0,344.0,4.0,Quality Issue,Pending,2026-03-14
802,7718.0,398.0,5.0,Quality Issue,Pending,2025-07-05
803,3914.0,182.0,1.0,Not as Described,Approved,2026-02-15
804,3740.0,662.0,1.0,Not as Described,Pending,2026-03-29
805,962.0,226.0,5.0,Wrong Item Delivered,Approved,2025-06-21
806,4285.0,620.0,1.0,Quality Issue,Approved,2025-12-18
807,9405.0,514.0,1.0,Wrong Item Delivered,Rejected,2026-02-07
808,6247.0,153.0,5.0,Not as Described,Rejected,2025-12-24
809,9251.0,502.0,3.0,Quality Issue,Pending,2025-06-04
810,7351.0,677.0,5.0,Customer Changed Mind,Pending,2025-08-06
811,1315.0,250.0,3.0,Wrong Item Delivered,Approved,2025-08-18
812,1835.0,178.0,4.0,Damaged Product,Approved,2025-07-10
813,8437.0,239.0,4.0,Not as Described,Pending,2025-06-01
814,6078.0,388.0,2.0,Wrong Item Delivered,Approved,2026-03-27
815,4760.0,563.0,4.0,Wrong Item Delivered,Pending,2025-06-25
816,545.0,491.0,2.0,Quality Issue,Pending,2025-08-18
817,793.0,255.0,3.0,Wrong Item Delivered,Pending,2026-03-28
818,2051.0,57.0,2.0,Customer Changed Mind,Rejected,2025-08-17
819,5654.0,918.0,4.0,Wrong Item Delivered,Rejected,2025-08-13
820,290.0,532.0,3.0,Quality Issue,Pending,2025-10-24
821,8551.0,155.0,3.0,Customer Changed Mind,Approved,2026-04-19
822,9337.0,697.0,2.0,Customer Changed Mind,Approved,2025-11-04
823,4321.0,841.0,5.0,Wrong Item Delivered,Rejected,2025-06-03
824,5910.0,28.0,5.0,Customer Changed Mind,Approved,2026-04-03
825,7213.0,990.0,1.0,Wrong Item Delivered,Rejected,2025-08-04
826,8760.0,47.0,1.0,Quality Issue,Rejected,2026-02-15
827,1216.0,2.0,3.0,Customer Changed Mind,Rejected,2026-04-03
828,6351.0,275.0,5.0,Customer Changed Mind,Approved,2025-07-15
829,7711.0,834.0,3.0,Damaged Product,Approved,2025-11-12
830,227.0,170.0,5.0,Quality Issue,Rejected,2025-10-30
831,748.0,266.0,3.0,Not as Described,Pending,2025-11-07
832,8309.0,394.0,4.0,Wrong Item Delivered,Pending,2026-03-04
833,126.0,493.0,5.0,Customer Changed Mind,Rejected,2025-07-05
834,1584.0,131.0,3.0,Wrong Item Delivered,Pending,2026-03-24
835,6324.0,685.0,3.0,Damaged Product,Rejected,2026-02-19
836,7492.0,257.0,3.0,Not as Described,Rejected,2025-09-28
837,8048.0,227.0,3.0,Wrong Item Delivered,Approved,2025-08-23
838,3359.0,493.0,3.0,Quality Issue,Approved,2026-01-18
839,9484.0,767.0,2.0,Not as Described,Approved,2025-11-27
840,1709.0,541.0,1.0,Customer Changed Mind,Pending,2025-06-04
841,5771.0,556.0,3.0,Not as Described,Approved,2026-03-11
842,2769.0,881.0,3.0,Quality Issue,Rejected,2025-12-04
843,6613.0,316.0,2.0,Quality Issue,Approved,2026-05-20
844,7083.0,116.0,3.0,Damaged Product,Approved,2025-12-01
845,6466.0,471.0,1.0,Not as Described,Pending,2025-10-11
846,2773.0,436.0,3.0,Customer Changed Mind,Pending,2025-11-12
847,8176.0,589.0,4.0,Wrong Item Delivered,Rejected,2025-05-26
848,4378.0,628.0,1.0,Damaged Product,Rejected,2026-02-06
849,1084.0,242.0,5.0,Customer Changed Mind,Pending,2025-11-25
850,4086.0,65.0,5.0,Quality Issue,Pending,2026-03-28
851,3415.0,60.0,3.0,Wrong Item Delivered,Rejected,2025-10-31
852,104.0,568.0,3.0,Customer Changed Mind,Approved,2025-07-12
853,3411.0,486.0,1.0,Wrong Item Delivered,Approved,2025-08-17
854,5738.0,357.0,2.0,Damaged Product,Approved,2025-05-29
855,5885.0,298.0,1.0,Customer Changed Mind,Rejected,2026-04-13
856,8986.0,267.0,5.0,Not as Described,Pending,2025-07-24
857,4499.0,261.0,4.0,Quality Issue,Rejected,2025-12-27
858,7696.0,799.0,4.0,Damaged Product,Rejected,2025-07-12
859,4218.0,651.0,3.0,Damaged Product,Rejected,2025-11-14
860,5755.0,347.0,5.0,Quality Issue,Approved,2026-04-17
861,9569.0,425.0,2.0,Not as Described,Pending,2026-01-11
862,3999.0,456.0,3.0,Not as Described,Pending,2026-02-10
863,6461.0,584.0,3.0,Customer Changed Mind,Pending,2025-08-18
864,944.0,291.0,1.0,Customer Changed Mind,Pending,2026-05-18
865,1939.0,603.0,2.0,Wrong Item Delivered,Pending,2025-12-10
866,2574.0,100.0,1.0,Not as Described,Rejected,2026-02-24
867,8736.0,203.0,2.0,Customer Changed Mind,Approved,2026-02-21
868,1011.0,723.0,5.0,Customer Changed Mind,Pending,2026-01-31
869,4122.0,863.0,3.0,Damaged Product,Rejected,2025-08-25
870,5679.0,445.0,5.0,Quality Issue,Pending,2025-12-01
871,7343.0,651.0,1.0,Customer Changed Mind,Approved,2025-11-09
872,6890.0,385.0,4.0,Wrong Item Delivered,Pending,2025-11-24
873,1401.0,977.0,1.0,Customer Changed Mind,Pending,2026-04-30
874,1462.0,423.0,1.0,Not as Described,Pending,2026-04-08
875,8229.0,530.0,4.0,Damaged Product,Approved,2026-03-08
876,4593.0,614.0,2.0,Not as Described,Approved,2025-08-08
877,7226.0,936.0,4.0,Not as Described,Approved,2025-09-14
878,7375.0,770.0,1.0,Wrong Item Delivered,Pending,2025-09-12
879,6338.0,326.0,1.0,Not as Described,Approved,2026-04-18
880,1911.0,310.0,4.0,Damaged Product,Approved,2025-06-16
881,4979.0,119.0,5.0,Not as Described,Rejected,2026-01-31
882,7929.0,24.0,3.0,Wrong Item Delivered,Approved,2025-06-19
883,816.0,139.0,4.0,Customer Changed Mind,Rejected,2025-06-29
884,292.0,179.0,2.0,Quality Issue,Pending,2025-08-16
885,9772.0,324.0,2.0,Damaged Product,Approved,2025-07-02
886,6217.0,864.0,1.0,Quality Issue,Rejected,2025-12-27
887,3888.0,443.0,1.0,Damaged Product,Pending,2025-09-19
888,9620.0,892.0,5.0,Customer Changed Mind,Approved,2025-11-21
889,1238.0,451.0,4.0,Damaged Product,Rejected,2025-08-03
890,5961.0,658.0,3.0,Not as Described,Approved,2025-06-16
891,2122.0,133.0,1.0,Wrong Item Delivered,Rejected,2026-03-02
892,7659.0,264.0,3.0,Wrong Item Delivered,Approved,2026-03-17
893,8411.0,48.0,5.0,Wrong Item Delivered,Approved,2025-06-05
894,2250.0,732.0,5.0,Quality Issue,Approved,2026-01-08
895,8080.0,596.0,2.0,Damaged Product,Pending,2025-11-18
896,8416.0,366.0,3.0,Quality Issue,Approved,2025-08-30
897,9516.0,115.0,4.0,Quality Issue,Pending,2026-04-06
898,850.0,419.0,5.0,Not as Described,Rejected,2026-02-18
899,5568.0,208.0,1.0,Wrong Item Delivered,Rejected,2025-06-03
900,1648.0,639.0,1.0,Customer Changed Mind,Pending,2025-08-27
901,3699.0,340.0,4.0,Customer Changed Mind,Rejected,2026-02-06
902,4432.0,795.0,4.0,Not as Described,Pending,2025-07-06
903,5872.0,726.0,2.0,Not as Described,Rejected,2025-08-17
904,5900.0,113.0,4.0,Customer Changed Mind,Approved,2025-09-01
905,1349.0,812.0,4.0,Wrong Item Delivered,Rejected,2025-10-19
906,89.0,310.0,3.0,Quality Issue,Approved,2025-07-21
907,7654.0,62.0,4.0,Quality Issue,Rejected,2025-12-11
908,3192.0,848.0,3.0,Damaged Product,Rejected,2026-04-27
909,2529.0,274.0,3.0,Quality Issue,Approved,2025-07-08
910,5687.0,955.0,1.0,Customer Changed Mind,Approved,2026-02-04
911,4489.0,715.0,5.0,Wrong Item Delivered,Rejected,2025-12-06
912,7425.0,976.0,4.0,Not as Described,Rejected,2026-02-16
913,912.0,911.0,4.0,Wrong Item Delivered,Rejected,2026-01-06
914,4018.0,567.0,1.0,Customer Changed Mind,Rejected,2025-10-29
915,2914.0,687.0,3.0,Customer Changed Mind,Pending,2026-05-10
916,4336.0,171.0,2.0,Wrong Item Delivered,Approved,2026-01-05
917,3716.0,100.0,2.0,Damaged Product,Rejected,2025-06-12
918,4240.0,71.0,5.0,Not as Described,Pending,2026-05-01
919,1091.0,717.0,5.0,Wrong Item Delivered,Rejected,2026-05-17
920,1271.0,170.0,3.0,Damaged Product,Pending,2025-06-14
921,1885.0,508.0,4.0,Damaged Product,Pending,2026-05-20
922,7485.0,534.0,3.0,Wrong Item Delivered,Rejected,2026-02-06
923,7892.0,139.0,4.0,Customer Changed Mind,Pending,2025-08-21
924,117.0,660.0,2.0,Wrong Item Delivered,Approved,2026-03-02
925,9438.0,469.0,2.0,Not as Described,Rejected,2026-01-31
926,1246.0,775.0,2.0,Damaged Product,Rejected,2025-07-03
927,6275.0,439.0,5.0,Wrong Item Delivered,Pending,2026-03-03
928,4213.0,273.0,1.0,Customer Changed Mind,Rejected,2025-08-05
929,687.0,191.0,5.0,Customer Changed Mind,Rejected,2025-07-05
930,5056.0,524.0,5.0,Not as Described,Pending,2025-12-19
931,3520.0,528.0,2.0,Customer Changed Mind,Rejected,2025-10-25
932,5254.0,249.0,2.0,Quality Issue,Pending,2025-06-19
933,7633.0,839.0,4.0,Quality Issue,Approved,2026-04-11
934,6886.0,130.0,4.0,Damaged Product,Pending,2026-05-17
935,2492.0,358.0,4.0,Not as Described,Rejected,2025-12-17
936,6034.0,451.0,2.0,Not as Described,Pending,2025-09-12
937,5753.0,178.0,5.0,Not as Described,Pending,2026-05-02
938,487.0,749.0,2.0,Damaged Product,Approved,2026-03-28
939,7801.0,476.0,3.0,Wrong Item Delivered,Approved,2025-10-30
940,6207.0,925.0,5.0,Not as Described,Rejected,2026-05-18
941,9916.0,662.0,3.0,Not as Described,Rejected,2026-03-26
942,3977.0,959.0,4.0,Not as Described,Approved,2025-07-03
943,9479.0,763.0,4.0,Damaged Product,Approved,2025-11-27
944,6262.0,590.0,4.0,Wrong Item Delivered,Pending,2026-03-25
945,6826.0,799.0,4.0,Not as Described,Pending,2026-04-22
946,9674.0,439.0,2.0,Quality Issue,Approved,2025-09-18
947,2218.0,816.0,2.0,Damaged Product,Approved,2025-08-18
948,1894.0,807.0,3.0,Not as Described,Approved,2025-06-12
949,4062.0,299.0,4.0,Not as Described,Rejected,2025-12-11
950,5721.0,622.0,5.0,Customer Changed Mind,Approved,2026-03-25
951,7991.0,789.0,5.0,Quality Issue,Approved,2026-05-25
952,3604.0,714.0,2.0,Quality Issue,Pending,2025-10-15
953,1313.0,675.0,3.0,Wrong Item Delivered,Pending,2026-05-13
954,6789.0,979.0,4.0,Damaged Product,Rejected,2025-12-02
955,8207.0,99.0,3.0,Quality Issue,Approved,2026-03-11
956,1085.0,651.0,2.0,Not as Described,Pending,2025-07-11
957,3999.0,230.0,3.0,Damaged Product,Pending,2026-01-05
958,2298.0,449.0,4.0,Quality Issue,Rejected,2026-02-03
959,4893.0,478.0,1.0,Damaged Product,Pending,2026-01-13
960,1833.0,483.0,2.0,Wrong Item Delivered,Approved,2025-12-31
961,8918.0,813.0,1.0,Not as Described,Pending,2026-01-11
962,7406.0,650.0,3.0,Quality Issue,Pending,2025-07-19
963,2717.0,282.0,1.0,Wrong Item Delivered,Pending,2026-01-13
964,6796.0,468.0,5.0,Wrong Item Delivered,Rejected,2026-02-20
965,9471.0,388.0,1.0,Not as Described,Approved,2025-06-01
966,3286.0,635.0,4.0,Wrong Item Delivered,Pending,2026-05-23
967,2848.0,890.0,3.0,Damaged Product,Approved,2026-02-07
968,961.0,699.0,5.0,Damaged Product,Rejected,2025-12-07
969,6789.0,612.0,4.0,Customer Changed Mind,Pending,2026-04-24
970,222.0,16.0,5.0,Wrong Item Delivered,Approved,2025-08-05
971,117.0,962.0,1.0,Not as Described,Rejected,2026-01-10
972,9530.0,932.0,2.0,Customer Changed Mind,Pending,2026-01-30
973,1643.0,68.0,3.0,Quality Issue,Rejected,2025-12-04
974,259.0,500.0,1.0,Customer Changed Mind,Approved,2025-07-18
975,741.0,397.0,4.0,Customer Changed Mind,Approved,2026-02-06
976,6428.0,960.0,2.0,Quality Issue,Rejected,2025-12-15
977,9512.0,148.0,3.0,Customer Changed Mind,Rejected,2025-07-25
978,761.0,554.0,3.0,Not as Described,Approved,2026-02-02
979,2068.0,5.0,4.0,Wrong Item Delivered,Pending,2026-02-23
980,4988.0,786.0,1.0,Wrong Item Delivered,Pending,2026-03-02
981,934.0,107.0,1.0,Quality Issue,Approved,2025-12-05
982,7507.0,917.0,4.0,Customer Changed Mind,Approved,2026-05-23
983,742.0,750.0,2.0,Damaged Product,Pending,2025-08-07
984,8664.0,360.0,3.0,Wrong Item Delivered,Approved,2026-01-06
985,3432.0,852.0,4.0,Not as Described,Pending,2025-10-30
986,9473.0,581.0,5.0,Quality Issue,Rejected,2026-02-17
987,6737.0,357.0,3.0,Customer Changed Mind,Approved,2025-07-05
988,6534.0,58.0,4.0,Damaged Product,Approved,2025-07-28
989,4961.0,557.0,4.0,Customer Changed Mind,Pending,2026-01-19
990,1080.0,24.0,3.0,Quality Issue,Pending,2025-12-20
991,3531.0,577.0,1.0,Wrong Item Delivered,Pending,2025-09-08
992,2612.0,500.0,1.0,Damaged Product,Approved,2025-10-06
993,4135.0,698.0,2.0,Quality Issue,Rejected,2025-12-26
994,1204.0,273.0,5.0,Quality Issue,Rejected,2025-06-12
995,2209.0,13.0,2.0,Wrong Item Delivered,Pending,2025-08-11
996,9189.0,454.0,4.0,Damaged Product,Rejected,2025-08-30
997,4703.0,618.0,3.0,Damaged Product,Approved,2025-07-31
998,9778.0,769.0,4.0,Customer Changed Mind,Pending,2026-04-01
999,3536.0,888.0,1.0,Quality Issue,Approved,2026-02-27
1000,646.0,76.0,1.0,Wrong Item Delivered,Pending,2026-05-09
1001,4920.0,645.0,5.0,Not as Described,Approved,2026-02-10
1002,9950.0,753.0,3.0,Quality Issue,Pending,2026-04-10
1003,7319.0,623.0,2.0,Not as Described,Approved,2026-04-14
1004,6426.0,223.0,4.0,Damaged Product,Approved,2026-02-24
1005,3746.0,414.0,2.0,Wrong Item Delivered,Pending,2025-12-04
1006,8385.0,142.0,4.0,Not as Described,Approved,2026-03-18
1007,8302.0,428.0,3.0,Damaged Product,Rejected,2026-04-02
1008,4942.0,9.0,1.0,Customer Changed Mind,Approved,2026-05-18
1009,2897.0,525.0,5.0,Damaged Product,Rejected,2026-03-02
1010,8904.0,609.0,1.0,Quality Issue,Pending,2025-09-19
1011,2023.0,777.0,4.0,Not as Described,Rejected,2025-06-29
1012,5155.0,610.0,3.0,Not as Described,Pending,2026-05-14
1013,724.0,118.0,5.0,Customer Changed Mind,Pending,2025-08-01
1014,7467.0,163.0,4.0,Customer Changed Mind,Pending,2025-08-25
1015,1015.0,413.0,1.0,Wrong Item Delivered,Approved,2025-07-02
1016,9952.0,372.0,4.0,Quality Issue,Pending,2026-01-19
1017,9817.0,288.0,1.0,Not as Described,Approved,2026-01-29
1018,7151.0,523.0,2.0,Damaged Product,Pending,2026-04-26
1019,3558.0,679.0,4.0,Wrong Item Delivered,Pending,2025-12-13
1020,5808.0,742.0,1.0,Damaged Product,Pending,2026-02-01
1021,1647.0,261.0,2.0,Quality Issue,Pending,2026-01-23
1022,1390.0,287.0,5.0,Quality Issue,Pending,2026-04-25
1023,8351.0,751.0,4.0,Not as Described,Rejected,2026-05-02
1024,7623.0,641.0,1.0,Wrong Item Delivered,Pending,2025-08-15
1025,6816.0,659.0,2.0,Wrong Item Delivered,Rejected,2026-04-15
1026,8641.0,527.0,1.0,Quality Issue,Rejected,2026-03-23
1027,2778.0,555.0,1.0,Damaged Product,Rejected,2025-12-31
1028,7210.0,234.0,1.0,Quality Issue,Pending,2026-02-17
1029,7677.0,726.0,1.0,Not as Described,Pending,2025-07-26
1030,861.0,867.0,4.0,Damaged Product,Rejected,2025-08-04
1031,5448.0,629.0,2.0,Customer Changed Mind,Approved,2025-06-10
1032,6485.0,88.0,4.0,Quality Issue,Approved,2025-11-03
1033,1175.0,905.0,4.0,Quality Issue,Approved,2026-04-11
1034,214.0,986.0,1.0,Damaged Product,Pending,2025-12-04
1035,1229.0,602.0,4.0,Quality Issue,Rejected,2025-11-26
1036,1487.0,215.0,3.0,Quality Issue,Rejected,2026-04-12
1037,7653.0,519.0,5.0,Customer Changed Mind,Rejected,2025-11-16
1038,8507.0,684.0,2.0,Customer Changed Mind,Rejected,2026-05-05
1039,8437.0,257.0,4.0,Quality Issue,Approved,2025-11-03
1040,5802.0,434.0,2.0,Wrong Item Delivered,Pending,2026-05-23
1041,5667.0,155.0,1.0,Damaged Product,Pending,2025-08-29
1042,8404.0,41.0,4.0,Customer Changed Mind,Rejected,2025-07-16
1043,3426.0,526.0,3.0,Wrong Item Delivered,Pending,2026-03-06
1044,1253.0,687.0,5.0,Wrong Item Delivered,Rejected,2026-05-13
1045,1853.0,596.0,2.0,Not as Described,Rejected,2026-03-01
1046,3316.0,237.0,3.0,Damaged Product,Approved,2025-12-30
1047,2972.0,75.0,2.0,Quality Issue,Rejected,2026-04-17
1048,4487.0,259.0,1.0,Damaged Product,Pending,2025-11-02
1049,9211.0,537.0,3.0,Damaged Product,Pending,2025-11-02
1050,5331.0,472.0,2.0,Wrong Item Delivered,Pending,2026-02-02
1051,9044.0,750.0,2.0,Wrong Item Delivered,Approved,2025-06-16
1052,1401.0,232.0,1.0,Wrong Item Delivered,Pending,2026-04-12
1053,430.0,768.0,2.0,Quality Issue,Approved,2025-06-24
1054,3250.0,338.0,1.0,Damaged Product,Approved,2025-07-02
1055,4261.0,684.0,1.0,Quality Issue,Approved,2026-01-29
1056,4804.0,825.0,2.0,Not as Described,Pending,2026-05-11
1057,5319.0,727.0,2.0,Customer Changed Mind,Pending,2026-02-04
1058,5805.0,73.0,2.0,Quality Issue,Rejected,2025-07-10
1059,2873.0,974.0,1.0,Not as Described,Pending,2025-08-30
1060,7563.0,5.0,3.0,Customer Changed Mind,Pending,2025-07-15
1061,1095.0,197.0,2.0,Customer Changed Mind,Rejected,2026-01-04
1062,7367.0,807.0,4.0,Damaged Product,Pending,2026-02-16
1063,8497.0,456.0,4.0,Not as Described,Rejected,2026-04-07
1064,6177.0,424.0,2.0,Not as Described,Rejected,2026-03-10
1065,7580.0,701.0,4.0,Damaged Product,Rejected,2025-09-29
1066,3142.0,419.0,4.0,Not as Described,Pending,2026-04-28
1067,3246.0,383.0,2.0,Wrong Item Delivered,Rejected,2026-04-15
1068,4429.0,450.0,4.0,Customer Changed Mind,Pending,2025-11-21
1069,5054.0,679.0,5.0,Not as Described,Rejected,2025-06-05
1070,5579.0,779.0,4.0,Damaged Product,Pending,2025-10-04
1071,6181.0,416.0,5.0,Customer Changed Mind,Rejected,2025-12-19
1072,9578.0,959.0,3.0,Customer Changed Mind,Approved,2026-04-06
1073,7628.0,685.0,4.0,Damaged Product,Pending,2025-10-12
1074,7696.0,355.0,2.0,Wrong Item Delivered,Pending,2025-07-18
1075,8805.0,161.0,2.0,Customer Changed Mind,Approved,2026-02-06
1076,767.0,618.0,4.0,Damaged Product,Approved,2026-02-28
1077,2864.0,222.0,2.0,Not as Described,Rejected,2025-12-16
1078,274.0,681.0,1.0,Customer Changed Mind,Rejected,2025-10-25
1079,3192.0,341.0,1.0,Damaged Product,Rejected,2026-02-19
1080,945.0,833.0,4.0,Customer Changed Mind,Approved,2025-10-14
1081,5924.0,71.0,3.0,Customer Changed Mind,Approved,2025-10-05
1082,186.0,505.0,4.0,Damaged Product,Rejected,2025-08-18
1083,575.0,259.0,2.0,Damaged Product,Approved,2025-10-15
1084,6275.0,729.0,1.0,Damaged Product,Pending,2025-11-18
1085,2972.0,804.0,1.0,Wrong Item Delivered,Pending,2025-08-10
1086,1943.0,473.0,3.0,Damaged Product,Approved,2026-02-21
1087,8552.0,592.0,4.0,Damaged Product,Pending,2025-08-28
1088,2798.0,433.0,5.0,Quality Issue,Rejected,2025-05-28
1089,3458.0,206.0,1.0,Quality Issue,Pending,2026-03-19
1090,5577.0,931.0,4.0,Wrong Item Delivered,Pending,2026-05-18
1091,8085.0,840.0,2.0,Not as Described,Rejected,2025-07-02
1092,9790.0,498.0,3.0,Damaged Product,Rejected,2026-04-14
1093,4454.0,689.0,5.0,Not as Described,Pending,2025-12-30
1094,6493.0,590.0,1.0,Customer Changed Mind,Rejected,2026-03-07
1095,9363.0,455.0,3.0,Wrong Item Delivered,Rejected,2026-02-10
1096,7810.0,855.0,1.0,Wrong Item Delivered,Rejected,2026-03-09
1097,9960.0,639.0,4.0,Quality Issue,Approved,2025-07-16
1098,6419.0,78.0,2.0,Damaged Product,Approved,2025-09-20
1099,2149.0,914.0,3.0,Customer Changed Mind,Approved,2025-11-15
1100,473.0,680.0,1.0,Damaged Product,Rejected,2025-09-14
1101,6134.0,248.0,5.0,Quality Issue,Pending,2025-06-16
1102,2727.0,812.0,1.0,Wrong Item Delivered,Approved,2025-07-16
1103,3421.0,558.0,2.0,Wrong Item Delivered,Rejected,2026-01-26
1104,8518.0,930.0,3.0,Wrong Item Delivered,Approved,2026-04-24
1105,4939.0,203.0,2.0,Damaged Product,Pending,2026-02-10
1106,2318.0,268.0,4.0,Not as Described,Rejected,2025-06-06
1107,7012.0,818.0,1.0,Not as Described,Pending,2026-04-26
1108,3788.0,58.0,5.0,Customer Changed Mind,Rejected,2025-12-07
1109,8269.0,800.0,3.0,Not as Described,Rejected,2025-11-27
1110,7065.0,422.0,2.0,Damaged Product,Approved,2026-05-16
1111,6700.0,767.0,1.0,Customer Changed Mind,Rejected,2025-08-10
1112,7397.0,187.0,4.0,Customer Changed Mind,Approved,2025-10-11
1113,8904.0,487.0,1.0,Quality Issue,Rejected,2026-02-16
1114,707.0,572.0,3.0,Damaged Product,Pending,2025-05-26
1115,3054.0,266.0,2.0,Wrong Item Delivered,Approved,2025-11-25
1116,1179.0,557.0,4.0,Customer Changed Mind,Pending,2025-05-30
1117,7155.0,182.0,5.0,Customer Changed Mind,Rejected,2025-06-29
1118,5135.0,408.0,5.0,Not as Described,Pending,2025-08-24
1119,399.0,446.0,3.0,Quality Issue,Pending,2025-11-20
1120,9169.0,959.0,1.0,Wrong Item Delivered,Pending,2026-03-14
1121,951.0,862.0,2.0,Damaged Product,Rejected,2025-07-17
1122,4489.0,982.0,5.0,Damaged Product,Pending,2025-08-18
1123,7924.0,686.0,1.0,Damaged Product,Approved,2025-11-22
1124,6717.0,102.0,2.0,Quality Issue,Pending,2025-06-21
1125,3079.0,384.0,1.0,Quality Issue,Approved,2026-04-19
1126,3620.0,646.0,2.0,Not as Described,Rejected,2025-07-29
1127,2484.0,78.0,2.0,Damaged Product,Pending,2025-10-16
1128,8396.0,879.0,3.0,Customer Changed Mind,Approved,2025-08-20
1129,4109.0,8.0,2.0,Wrong Item Delivered,Rejected,2025-12-08
1130,2443.0,647.0,3.0,Damaged Product,Rejected,2025-06-21
1131,4001.0,836.0,4.0,Not as Described,Pending,2025-08-10
1132,8278.0,754.0,4.0,Wrong Item Delivered,Pending,2026-05-07
1133,8445.0,834.0,2.0,Wrong Item Delivered,Pending,2026-02-20
1134,7542.0,777.0,3.0,Customer Changed Mind,Rejected,2025-06-12
1135,5812.0,597.0,2.0,Damaged Product,Rejected,2026-03-26
1136,9837.0,561.0,2.0,Wrong Item Delivered,Pending,2025-10-01
1137,4517.0,941.0,5.0,Wrong Item Delivered,Pending,2025-12-02
1138,2635.0,818.0,2.0,Damaged Product,Rejected,2025-09-17
1139,913.0,349.0,2.0,Customer Changed Mind,Rejected,2025-05-30
1140,8652.0,10.0,1.0,Damaged Product,Pending,2025-09-15
1141,4943.0,470.0,4.0,Wrong Item Delivered,Approved,2025-10-25
1142,5558.0,829.0,1.0,Customer Changed Mind,Approved,2025-10-03
1143,1543.0,327.0,2.0,Customer Changed Mind,Pending,2025-09-15
1144,1148.0,650.0,1.0,Customer Changed Mind,Pending,2025-06-01
1145,3171.0,874.0,3.0,Not as Described,Pending,2026-01-02
1146,6417.0,756.0,5.0,Quality Issue,Approved,2025-05-26
1147,3832.0,555.0,2.0,Quality Issue,Pending,2025-08-27
1148,4643.0,212.0,1.0,Damaged Product,Approved,2025-06-06
1149,4793.0,445.0,3.0,Customer Changed Mind,Pending,2025-11-07
1150,9192.0,216.0,2.0,Damaged Product,Rejected,2026-01-25
1151,5138.0,609.0,1.0,Damaged Product,Pending,2026-04-13
1152,3455.0,381.0,2.0,Wrong Item Delivered,Approved,2025-12-12
1153,3155.0,141.0,2.0,Damaged Product,Rejected,2025-07-06
1154,3645.0,304.0,2.0,Wrong Item Delivered,Pending,2025-12-21
1155,3504.0,190.0,4.0,Damaged Product,Approved,2025-12-20
1156,5452.0,856.0,3.0,Customer Changed Mind,Approved,2026-02-19
1157,2970.0,556.0,3.0,Quality Issue,Approved,2025-09-28
1158,7635.0,855.0,1.0,Wrong Item Delivered,Pending,2026-01-07
1159,3367.0,708.0,1.0,Customer Changed Mind,Approved,2025-08-02
1160,4512.0,87.0,4.0,Damaged Product,Rejected,2025-07-28
1161,6177.0,825.0,1.0,Quality Issue,Rejected,2026-01-07
1162,509.0,90.0,5.0,Damaged Product,Pending,2026-01-26
1163,4083.0,310.0,5.0,Not as Described,Approved,2025-11-05
1164,1876.0,363.0,2.0,Quality Issue,Rejected,2026-03-26
1165,3465.0,837.0,1.0,Damaged Product,Rejected,2026-03-01
1166,2186.0,43.0,5.0,Wrong Item Delivered,Pending,2026-02-24
1167,2365.0,234.0,4.0,Damaged Product,Approved,2026-05-23
1168,1114.0,309.0,2.0,Wrong Item Delivered,Rejected,2026-04-06
1169,382.0,165.0,1.0,Quality Issue,Pending,2025-09-04
1170,8530.0,324.0,2.0,Wrong Item Delivered,Rejected,2026-02-21
1171,6188.0,186.0,5.0,Customer Changed Mind,Rejected,2025-08-28
1172,9041.0,294.0,4.0,Quality Issue,Rejected,2025-09-21
1173,7804.0,305.0,1.0,Damaged Product,Approved,2025-09-05
1174,2859.0,471.0,1.0,Customer Changed Mind,Pending,2025-11-07
1175,6854.0,717.0,4.0,Wrong Item Delivered,Pending,2026-05-12
1176,5212.0,109.0,1.0,Quality Issue,Pending,2025-11-30
1177,9605.0,436.0,4.0,Customer Changed Mind,Pending,2026-01-17
1178,4822.0,10.0,4.0,Quality Issue,Approved,2026-02-18
1179,3587.0,805.0,3.0,Quality Issue,Approved,2025-11-08
1180,6484.0,306.0,5.0,Wrong Item Delivered,Rejected,2025-09-06
1181,1373.0,222.0,4.0,Not as Described,Approved,2025-07-04
1182,3298.0,184.0,3.0,Damaged Product,Pending,2025-07-29
1183,2648.0,351.0,1.0,Damaged Product,Approved,2025-11-06
1184,6856.0,892.0,3.0,Customer Changed Mind,Rejected,2025-08-08
1185,27.0,113.0,1.0,Customer Changed Mind,Rejected,2026-05-23
1186,8049.0,133.0,5.0,Damaged Product,Rejected,2026-05-05
1187,2958.0,588.0,4.0,Quality Issue,Pending,2026-04-09
1188,1017.0,185.0,1.0,Wrong Item Delivered,Approved,2026-01-02
1189,48.0,360.0,3.0,Customer Changed Mind,Approved,2026-02-24
1190,4161.0,341.0,3.0,Quality Issue,Pending,2025-08-25
1191,3751.0,60.0,1.0,Damaged Product,Approved,2025-11-18
1192,5182.0,336.0,1.0,Quality Issue,Pending,2026-01-07
1193,2600.0,422.0,1.0,Customer Changed Mind,Approved,2025-07-17
1194,7159.0,857.0,3.0,Wrong Item Delivered,Rejected,2025-09-04
1195,7499.0,426.0,2.0,Not as Described,Rejected,2026-05-12
1196,3749.0,814.0,4.0,Damaged Product,Approved,2025-08-17
1197,9652.0,135.0,2.0,Not as Described,Pending,2026-03-12
