payment_id,order_id,customer_id,payment_method,payment_status,payment_amount,payment_date
1940,1940,691,Debit Card,Pending,2612.19,2024-07-20 18:11:00
1941,1941,464,UPI,Failed,2196.85,2024-07-19 19:34:20
1942,1942,763,Net Banking,Failed,308.53,2026-03-02 00:08:47
1943,1943,328,Debit Card,Failed,1549.65,2025-03-12 23:45:48
1944,1944,681,Net Banking,Failed,2520.0,2024-09-09 14:01:12
1945,1945,16,Net Banking,Pending,1753.63,2025-02-27 04:53:56
1946,1946,988,UPI,Failed,128.82,2025-02-18 15:42:04
1947,1947,450,Credit Card,Success,2561.1,2025-06-10 16:26:21
1948,1948,738,Cash,Success,3150.67,2024-08-17 16:18:09
1949,1949,357,Debit Card,Success,3093.76,2024-07-22 10:32:42
1950,1950,104,Credit Card,Success,1904.16,2025-09-03 02:41:49
1951,1951,755,Credit Card,Success,355.94,2024-12-27 10:22:37
1952,1952,742,Cash,Success,2115.55,2024-12-11 17:15:54
1953,1953,30,Net Banking,Pending,3226.71,2025-02-14 19:29:30
1954,1954,859,Debit Card,Success,531.47,2025-08-22 06:48:47
1955,1955,386,Credit Card,Pending,4480.46,2025-05-06 21:31:55
1956,1956,1,UPI,Failed,908.91,2025-06-16 18:56:55
1957,1957,468,Credit Card,Pending,637.37,2025-08-08 07:24:43
1958,1958,117,Debit Card,Failed,1515.01,2025-09-10 01:46:53
1959,1959,764,Cash,Success,1070.05,2026-03-29 11:16:07
1960,1960,351,Cash,Failed,4589.18,2025-07-13 15:19:39
1961,1961,331,Cash,Failed,366.94,2024-07-15 14:35:29
1962,1962,21,Cash,Pending,2712.44,2024-10-16 14:42:23
1963,1963,396,UPI,Failed,4991.43,2025-06-04 11:40:40
1964,1964,252,UPI,Failed,1101.78,2024-06-27 00:46:00
1965,1965,184,Debit Card,Pending,866.77,2026-03-12 11:51:22
1966,1966,153,Cash,Failed,4513.85,2024-06-24 13:37:16
1967,1967,253,Credit Card,Pending,3835.69,2025-10-27 18:31:34
1968,1968,948,Credit Card,Failed,1715.01,2025-09-03 02:39:25
1969,1969,241,Debit Card,Failed,4868.21,2025-07-19 10:21:32
1970,1970,733,Debit Card,Pending,4735.0,2024-09-01 16:06:00
1971,1971,128,Net Banking,Success,3231.48,2024-08-07 21:41:46
1972,1972,646,Net Banking,Success,1178.5,2024-09-11 07:15:02
1973,1973,964,Credit Card,Failed,480.53,2026-02-25 06:31:25
1974,1974,217,Net Banking,Success,1324.07,2025-12-29 11:36:46
1975,1975,830,Credit Card,Success,950.35,2024-10-31 16:20:11
1976,1976,766,UPI,Pending,501.32,2024-12-10 04:23:29
1977,1977,497,Net Banking,Success,2629.47,2025-05-08 07:24:48
1978,1978,709,Credit Card,Success,374.5,2024-08-01 15:38:39
1979,1979,751,Net Banking,Failed,3592.47,2025-11-17 12:01:18
1980,1980,18,Cash,Success,4217.4,2025-10-07 00:20:55
1981,1981,795,Net Banking,Success,4096.98,2025-03-04 17:53:22
1982,1982,679,UPI,Failed,3859.68,2025-08-01 00:09:16
1983,1983,669,Credit Card,Pending,2760.03,2025-07-27 22:57:54
1984,1984,888,Cash,Failed,206.72,2025-11-23 05:37:10
1985,1985,773,UPI,Pending,2473.86,2026-03-14 15:44:58
1986,1986,195,Debit Card,Failed,1074.34,2025-05-15 05:20:31
1987,1987,829,UPI,Failed,3681.29,2025-06-09 15:50:34
1988,1988,62,Cash,Success,348.12,2025-01-28 22:30:13
1989,1989,620,Debit Card,Success,2764.21,2025-12-03 06:29:59
1990,1990,814,Debit Card,Failed,2284.02,2024-07-14 17:53:51
1991,1991,192,Credit Card,Success,2059.74,2026-05-23 01:00:55
1992,1992,1,Credit Card,Success,1226.77,2026-04-22 05:57:47
1993,1993,773,Cash,Pending,4779.23,2026-05-08 05:04:40
1994,1994,145,UPI,Success,1978.66,2025-02-14 01:46:06
1995,1995,297,Debit Card,Success,3464.29,2026-04-30 20:35:19
1996,1996,204,UPI,Failed,4499.5,2026-03-31 04:31:46
1997,1997,187,UPI,Failed,4638.45,2025-12-07 18:06:24
1998,1998,380,Debit Card,Failed,1831.42,2026-03-10 06:30:13
1999,1999,959,Credit Card,Failed,2227.05,2025-05-11 00:40:13
2000,2000,786,UPI,Pending,706.81,2024-10-28 06:07:34
2001,2001,422,Cash,Success,3876.33,2025-05-07 13:29:54
2002,2002,52,Cash,Pending,895.88,2025-09-13 01:47:27
2003,2003,452,UPI,Success,527.4,2025-09-22 14:42:23
2004,2004,427,Credit Card,Pending,2690.7,2024-07-17 02:15:07
2005,2005,123,Cash,Success,4722.03,2025-08-01 09:09:02
2006,2006,463,UPI,Success,590.31,2024-12-27 18:43:48
2007,2007,912,Cash,Success,3390.36,2024-10-29 20:57:20
2008,2008,664,Credit Card,Success,2347.49,2025-11-10 12:13:57
2009,2009,997,Cash,Failed,756.82,2024-10-07 22:45:30
2010,2010,540,Credit Card,Success,2560.74,2025-09-15 14:45:44
2011,2011,401,UPI,Pending,1416.06,2024-06-26 10:43:09
2012,2012,803,Credit Card,Pending,527.58,2024-12-29 09:51:55
2013,2013,454,Cash,Failed,1143.16,2025-11-04 14:45:00
2014,2014,15,Net Banking,Pending,957.34,2024-08-24 02:46:44
2015,2015,430,UPI,Pending,4747.38,2025-09-23 18:22:45
2016,2016,374,Debit Card,Pending,4982.15,2025-09-12 01:00:02
2017,2017,692,Credit Card,Failed,2570.85,2024-12-03 21:03:02
2018,2018,188,Net Banking,Failed,4846.56,2026-03-25 05:57:05
2019,2019,938,Debit Card,Success,3366.04,2025-12-05 12:23:52
2020,2020,377,Credit Card,Pending,2409.13,2025-06-27 21:10:56
2021,2021,934,Cash,Success,3641.1,2025-08-22 16:16:37
2022,2022,690,UPI,Pending,3481.83,2024-11-28 16:46:53
2023,2023,690,Credit Card,Failed,278.82,2024-05-30 11:25:26
2024,2024,56,Net Banking,Pending,3046.72,2026-05-11 02:54:03
2025,2025,31,Net Banking,Success,3528.86,2024-08-12 21:40:25
2026,2026,965,Debit Card,Pending,3248.85,2026-02-23 01:38:21
2027,2027,492,UPI,Success,2328.93,2024-06-10 01:35:24
2028,2028,234,Cash,Failed,4182.61,2026-03-31 11:44:23
2029,2029,433,Credit Card,Failed,2685.26,2024-10-16 08:52:24
2030,2030,134,Debit Card,Pending,3457.63,2026-04-03 10:22:34
2031,2031,27,Credit Card,Failed,3665.88,2025-05-11 12:22:35
2032,2032,493,Credit Card,Pending,789.29,2026-03-17 08:32:07
2033,2033,729,Credit Card,Failed,3200.66,2024-08-22 02:46:22
2034,2034,315,Cash,Failed,340.33,2024-08-22 15:57:37
2035,2035,598,UPI,Pending,2553.31,2026-01-22 21:10:49
2036,2036,442,Credit Card,Failed,2245.42,2025-11-23 17:58:01
2037,2037,926,Debit Card,Failed,3436.66,2026-03-31 03:14:35
2038,2038,489,UPI,Success,3210.45,2024-07-28 14:23:01
2039,2039,428,Credit Card,Success,1348.03,2025-01-17 23:24:41
2040,2040,785,Credit Card,Failed,1959.21,2024-12-22 22:05:09
2041,2041,846,Cash,Pending,662.98,2025-09-27 02:34:30
2042,2042,774,Cash,Failed,494.92,2026-05-07 17:50:46
2043,2043,767,Net Banking,Failed,1145.12,2024-06-19 00:43:56
2044,2044,193,UPI,Failed,3410.75,2025-09-08 04:27:35
2045,2045,335,Cash,Success,1462.85,2025-05-19 05:42:35
2046,2046,774,Cash,Pending,3587.86,2026-04-27 15:04:27
2047,2047,13,Credit Card,Pending,808.01,2025-08-29 13:41:06
2048,2048,710,Credit Card,Pending,432.36,2025-07-03 09:28:03
2049,2049,223,Cash,Failed,4253.95,2024-08-27 22:54:59
2050,2050,230,Net Banking,Success,3323.18,2026-04-17 20:01:27
2051,2051,529,UPI,Success,1992.81,2025-02-14 06:20:57
2052,2052,377,Cash,Failed,2150.12,2024-12-12 20:04:57
2053,2053,922,Cash,Pending,2448.72,2026-02-17 10:40:10
2054,2054,957,Credit Card,Failed,3730.43,2024-11-10 06:20:00
2055,2055,323,Debit Card,Pending,4086.84,2024-09-09 11:57:13
2056,2056,146,UPI,Failed,3561.05,2025-04-05 10:23:55
2057,2057,25,Debit Card,Pending,1649.84,2026-02-03 18:52:08
2058,2058,694,Cash,Success,4564.11,2025-08-07 20:34:59
2059,2059,286,Cash,Success,1334.49,2025-08-20 06:27:50
2060,2060,424,UPI,Success,925.56,2025-11-16 13:11:52
2061,2061,871,Credit Card,Pending,3597.85,2025-10-03 03:19:45
2062,2062,200,Cash,Pending,1354.42,2025-10-08 19:21:21
2063,2063,846,Net Banking,Success,4946.08,2024-08-11 16:41:22
2064,2064,380,Credit Card,Success,3094.24,2024-08-19 22:25:00
2065,2065,134,Credit Card,Success,761.84,2025-02-17 21:44:55
2066,2066,59,Credit Card,Failed,1456.22,2026-02-28 05:59:34
2067,2067,632,Net Banking,Failed,1565.25,2026-03-20 12:40:16
2068,2068,193,Credit Card,Pending,1911.24,2024-10-23 01:58:49
2069,2069,802,Debit Card,Pending,4431.05,2024-06-02 04:06:23
2070,2070,36,Net Banking,Pending,4633.64,2024-10-08 06:47:23
2071,2071,815,UPI,Failed,4374.84,2025-11-19 18:55:53
2072,2072,134,Debit Card,Pending,2218.69,2025-11-21 14:41:34
2073,2073,652,Net Banking,Failed,2332.87,2025-01-03 08:09:53
2074,2074,804,Credit Card,Failed,499.62,2025-06-30 23:30:56
2075,2075,678,Cash,Pending,2000.65,2025-10-06 18:25:30
2076,2076,467,UPI,Failed,4078.1,2025-04-20 16:44:17
2077,2077,193,Credit Card,Pending,4986.39,2025-05-10 08:48:09
2078,2078,839,Cash,Failed,1084.97,2024-10-31 10:04:17
2079,2079,587,Cash,Pending,808.57,2025-04-06 02:30:37
2080,2080,56,Net Banking,Pending,4801.27,2025-04-30 18:01:47
2081,2081,613,UPI,Failed,1781.39,2025-11-05 05:57:56
2082,2082,618,Cash,Pending,935.8,2024-10-04 09:01:18
2083,2083,188,Net Banking,Failed,1385.38,2025-07-07 00:09:21
2084,2084,202,Cash,Failed,1758.05,2024-10-23 16:54:27
2085,2085,3,UPI,Pending,4506.25,2025-06-01 13:21:43
2086,2086,288,Debit Card,Failed,2578.2,2024-12-04 12:38:34
2087,2087,629,Net Banking,Success,1849.56,2024-11-15 20:26:47
2088,2088,647,Cash,Pending,285.79,2025-12-26 06:26:12
2089,2089,116,Net Banking,Success,1731.94,2026-05-14 03:53:50
2090,2090,274,UPI,Success,4931.05,2026-01-28 13:10:36
2091,2091,90,Debit Card,Success,941.25,2025-02-02 04:31:57
2092,2092,827,Credit Card,Pending,3616.71,2025-01-05 11:20:20
2093,2093,871,Debit Card,Success,2191.39,2025-08-03 21:08:04
2094,2094,785,UPI,Pending,3028.18,2025-08-06 16:27:07
2095,2095,917,Credit Card,Pending,2285.24,2024-10-13 07:12:20
2096,2096,958,Cash,Failed,1781.22,2025-09-13 00:30:43
2097,2097,44,Net Banking,Failed,4936.82,2024-06-23 06:01:06
2098,2098,875,Net Banking,Pending,1953.06,2025-01-12 20:11:44
2099,2099,539,Net Banking,Failed,4465.41,2024-06-12 12:10:34
2100,2100,685,Net Banking,Failed,697.19,2025-09-20 09:41:39
2101,2101,910,Cash,Failed,353.96,2025-02-27 12:20:26
2102,2102,934,Credit Card,Failed,971.25,2025-04-16 03:44:22
2103,2103,806,Debit Card,Success,554.07,2026-02-09 16:48:19
2104,2104,669,UPI,Pending,912.24,2025-06-04 13:32:32
2105,2105,655,Cash,Pending,284.52,2024-10-19 13:03:11
2106,2106,365,UPI,Failed,2304.49,2026-04-16 06:17:32
2107,2107,144,Debit Card,Pending,2365.27,2024-09-27 03:04:26
2108,2108,415,Debit Card,Success,1368.93,2024-08-19 03:49:55
2109,2109,62,Cash,Pending,2339.64,2025-12-26 09:06:01
2110,2110,496,Credit Card,Pending,645.11,2024-07-27 12:57:30
2111,2111,453,Credit Card,Pending,4557.21,2026-02-01 08:48:50
2112,2112,203,Debit Card,Success,3816.45,2024-06-04 00:19:02
2113,2113,767,Credit Card,Pending,3596.05,2024-11-10 14:01:04
2114,2114,71,Debit Card,Pending,1083.7,2026-01-13 17:56:30
2115,2115,729,Debit Card,Pending,751.38,2026-05-01 11:43:23
2116,2116,897,Cash,Pending,2054.59,2024-11-01 06:19:53
2117,2117,866,Debit Card,Success,3962.6,2026-04-04 21:08:00
2118,2118,419,Debit Card,Pending,3277.39,2024-09-05 18:33:37
2119,2119,979,Net Banking,Pending,3929.73,2025-08-20 18:45:41
2120,2120,74,Net Banking,Pending,2691.92,2025-02-19 14:17:41
2121,2121,996,UPI,Success,3765.27,2025-07-01 16:04:47
2122,2122,198,UPI,Success,555.31,2024-07-11 20:32:30
2123,2123,836,Debit Card,Success,4467.1,2025-10-07 16:26:01
2124,2124,872,Credit Card,Pending,4983.23,2024-07-08 09:07:47
2125,2125,824,Credit Card,Success,2963.36,2025-03-16 23:47:44
2126,2126,467,Credit Card,Success,2758.23,2025-01-19 21:06:17
2127,2127,653,Cash,Pending,4459.44,2025-09-30 16:22:50
2128,2128,297,UPI,Pending,2213.35,2025-06-18 20:43:26
2129,2129,479,Credit Card,Failed,1838.07,2025-08-21 10:27:00
2130,2130,920,Net Banking,Pending,4489.05,2025-02-18 10:50:36
2131,2131,735,Net Banking,Pending,2695.02,2025-08-01 03:04:35
2132,2132,621,UPI,Success,1577.73,2024-11-21 16:38:18
2133,2133,779,Cash,Pending,3195.38,2024-08-27 04:53:46
2134,2134,792,UPI,Failed,562.11,2025-12-21 01:02:33
2135,2135,952,Debit Card,Failed,4223.44,2026-01-11 05:17:54
2136,2136,802,Debit Card,Pending,4597.15,2024-08-09 02:41:37
2137,2137,663,Debit Card,Failed,3060.89,2024-12-31 16:00:18
2138,2138,970,Cash,Success,606.41,2024-08-02 10:06:44
2139,2139,221,Net Banking,Pending,628.84,2024-07-05 12:03:47
2140,2140,421,Cash,Success,3771.38,2024-10-15 08:30:53
2141,2141,506,Debit Card,Failed,4291.75,2025-07-21 10:44:54
2142,2142,228,Cash,Failed,701.72,2025-01-17 12:32:17
2143,2143,862,UPI,Pending,4960.88,2026-05-17 07:26:34
2144,2144,296,UPI,Success,2006.82,2025-09-10 05:11:33
2145,2145,342,Credit Card,Success,4370.0,2025-04-08 21:58:41
2146,2146,357,Cash,Failed,3255.23,2024-11-12 14:13:34
2147,2147,168,Cash,Success,3268.94,2025-08-31 00:38:05
2148,2148,405,Debit Card,Failed,416.98,2026-03-28 15:24:01
2149,2149,895,UPI,Success,2822.42,2026-02-25 04:38:52
2150,2150,693,Net Banking,Pending,1787.16,2024-06-09 03:30:29
2151,2151,604,Credit Card,Pending,1502.81,2024-07-01 05:41:51
2152,2152,487,Debit Card,Success,4534.37,2025-07-08 10:01:23
2153,2153,968,Credit Card,Success,1099.75,2024-10-05 09:44:58
2154,2154,880,Net Banking,Pending,3942.46,2024-11-28 13:10:25
2155,2155,288,UPI,Failed,776.08,2026-04-30 02:31:57
2156,2156,825,Credit Card,Pending,2609.13,2024-12-01 15:13:17
2157,2157,674,Debit Card,Failed,3811.67,2024-12-20 17:46:25
2158,2158,778,Credit Card,Success,4982.78,2025-06-10 16:45:33
2159,2159,630,UPI,Success,4276.85,2025-12-22 01:19:38
2160,2160,328,UPI,Failed,4025.92,2024-07-14 16:23:51
2161,2161,451,Cash,Failed,770.66,2026-02-01 11:49:14
2162,2162,761,Cash,Success,4568.12,2025-01-06 23:58:50
2163,2163,940,UPI,Pending,498.32,2026-03-04 23:03:04
2164,2164,74,Cash,Success,3840.72,2025-02-25 00:02:06
2165,2165,803,Net Banking,Failed,2845.51,2024-10-26 14:35:58
2166,2166,854,Debit Card,Failed,1951.35,2024-11-15 21:22:10
2167,2167,546,Credit Card,Pending,122.95,2025-04-29 22:05:40
2168,2168,374,Credit Card,Failed,4206.56,2024-12-03 19:06:06
2169,2169,650,Debit Card,Failed,3230.93,2025-09-09 20:02:03
2170,2170,387,Cash,Failed,3478.63,2025-11-09 05:24:22
2171,2171,501,UPI,Success,4260.69,2026-03-31 14:47:08
2172,2172,499,Net Banking,Pending,2621.63,2026-01-08 08:02:34
2173,2173,474,UPI,Success,1432.49,2025-01-23 22:07:19
2174,2174,188,Debit Card,Pending,2235.21,2025-08-04 08:39:26
2175,2175,645,Cash,Failed,4506.29,2024-06-24 20:29:28
2176,2176,448,Cash,Success,2906.7,2024-08-22 05:56:39
2177,2177,289,UPI,Success,3790.97,2025-05-23 04:00:17
2178,2178,196,UPI,Success,1508.59,2025-06-09 06:24:30
2179,2179,96,UPI,Pending,4146.4,2025-07-28 03:48:26
2180,2180,653,Cash,Failed,2222.93,2025-12-18 06:54:47
2181,2181,375,Credit Card,Failed,4640.45,2024-06-24 16:46:05
2182,2182,122,Credit Card,Pending,3096.81,2026-03-25 08:56:23
2183,2183,606,Cash,Pending,1905.36,2025-03-06 09:25:08
2184,2184,377,Cash,Success,1056.1,2024-06-01 04:04:01
2185,2185,834,UPI,Failed,1601.18,2024-10-17 04:54:06
2186,2186,153,Net Banking,Pending,3955.07,2025-02-15 23:42:42
2187,2187,91,Debit Card,Success,1987.25,2024-07-12 17:22:20
2188,2188,176,Credit Card,Failed,3424.54,2024-12-12 17:36:07
2189,2189,133,Net Banking,Pending,334.73,2025-11-05 07:52:37
2190,2190,883,Cash,Failed,1810.83,2025-05-17 12:35:10
2191,2191,190,Net Banking,Success,1839.69,2025-07-02 11:22:03
2192,2192,297,Debit Card,Pending,1072.78,2024-12-30 14:34:26
2193,2193,15,Credit Card,Failed,22.69,2024-08-27 23:20:52
2194,2194,767,Cash,Failed,4133.99,2025-01-25 01:12:42
2195,2195,564,UPI,Success,4835.37,2024-06-12 04:07:06
2196,2196,871,UPI,Failed,2870.44,2024-11-16 04:42:58
2197,2197,489,Net Banking,Pending,4236.87,2025-05-18 13:50:33
2198,2198,511,UPI,Failed,1344.19,2025-03-05 13:48:20
2199,2199,790,UPI,Pending,3990.15,2025-06-22 19:24:43
2200,2200,639,Cash,Pending,4864.76,2026-04-04 09:13:40
2201,2201,613,Credit Card,Pending,3780.38,2024-08-25 02:54:40
2202,2202,322,Debit Card,Pending,851.34,2025-12-07 15:37:49
2203,2203,843,UPI,Success,572.87,2026-04-25 23:13:26
2204,2204,463,Cash,Failed,2648.76,2026-02-16 07:19:04
2205,2205,590,Cash,Failed,963.66,2026-02-22 06:34:51
2206,2206,525,Cash,Failed,583.26,2026-01-04 09:56:01
2207,2207,300,Credit Card,Success,1425.15,2024-07-09 07:47:08
2208,2208,363,Net Banking,Failed,4004.35,2024-10-13 14:03:58
2209,2209,72,Cash,Failed,384.97,2025-08-18 18:56:05
2210,2210,626,Net Banking,Success,4924.0,2025-12-25 18:24:19
2211,2211,304,UPI,Pending,2719.06,2025-10-02 08:45:31
2212,2212,499,Cash,Success,4384.24,2025-01-01 21:23:49
2213,2213,811,Credit Card,Success,3473.45,2024-07-06 13:24:32
2214,2214,8,UPI,Success,2749.46,2025-03-03 12:39:24
2215,2215,496,Credit Card,Success,1100.23,2025-06-03 10:22:46
2216,2216,614,Credit Card,Pending,2389.83,2026-05-02 00:52:58
2217,2217,84,Debit Card,Failed,2840.72,2025-10-10 22:28:06
2218,2218,290,Cash,Failed,1687.78,2025-08-30 14:27:18
2219,2219,441,UPI,Pending,4400.15,2025-01-01 18:23:38
2220,2220,662,Credit Card,Pending,1563.3,2024-07-06 09:04:24
2221,2221,529,Debit Card,Failed,4967.17,2026-03-22 19:54:50
2222,2222,213,Net Banking,Failed,450.33,2025-01-07 04:45:05
2223,2223,365,Cash,Success,4760.51,2025-04-14 02:14:40
2224,2224,169,Cash,Failed,3621.7,2025-02-03 21:18:58
2225,2225,883,Credit Card,Failed,1737.48,2026-01-20 12:28:48
2226,2226,827,Credit Card,Failed,4261.11,2025-06-14 20:36:56
2227,2227,139,Debit Card,Success,3335.86,2024-12-04 23:35:07
2228,2228,178,Credit Card,Failed,3906.14,2026-05-15 03:54:41
2229,2229,83,UPI,Failed,2267.4,2024-08-04 05:38:05
2230,2230,120,UPI,Failed,2413.49,2025-06-14 09:06:06
2231,2231,522,Debit Card,Pending,2612.0,2025-07-06 19:05:56
2232,2232,812,Cash,Failed,3608.22,2025-02-27 11:41:19
2233,2233,578,Credit Card,Pending,87.5,2024-12-23 16:37:41
2234,2234,491,UPI,Pending,2501.82,2025-09-08 07:21:06
2235,2235,733,UPI,Success,2397.09,2025-08-23 22:23:25
2236,2236,393,Credit Card,Success,1221.38,2025-11-20 13:20:31
2237,2237,815,Cash,Failed,4340.7,2025-11-13 08:36:39
2238,2238,170,Credit Card,Success,4330.21,2025-02-03 20:10:28
2239,2239,956,Cash,Failed,3696.6,2025-04-10 23:37:45
2240,2240,806,Credit Card,Failed,2868.3,2026-03-18 04:11:59
2241,2241,499,Debit Card,Failed,2822.88,2025-12-29 05:19:14
2242,2242,678,Cash,Failed,3028.74,2024-10-04 14:06:11
2243,2243,517,UPI,Pending,4201.83,2026-01-20 08:30:59
2244,2244,279,Net Banking,Pending,122.7,2026-01-19 21:00:51
2245,2245,85,Debit Card,Success,4428.14,2024-06-24 00:56:20
2246,2246,73,UPI,Success,1181.79,2024-11-23 04:17:17
2247,2247,955,Credit Card,Success,2581.34,2025-02-15 15:00:34
2248,2248,256,Debit Card,Success,1721.94,2025-09-19 23:10:59
2249,2249,414,UPI,Failed,3074.67,2025-08-14 17:18:34
2250,2250,333,Credit Card,Pending,855.89,2025-01-10 01:14:25
2251,2251,705,Debit Card,Pending,4502.61,2026-03-20 06:12:49
2252,2252,117,Cash,Failed,758.4,2024-10-02 21:18:44
2253,2253,460,Credit Card,Failed,436.1,2025-01-25 19:33:30
2254,2254,35,Credit Card,Failed,4696.2,2025-08-20 17:15:52
2255,2255,522,Debit Card,Pending,3728.23,2026-01-20 18:23:41
2256,2256,511,Net Banking,Pending,640.99,2024-12-07 19:10:19
2257,2257,321,Net Banking,Failed,1207.6,2024-06-06 05:00:00
2258,2258,314,Debit Card,Success,2100.13,2025-10-25 00:22:17
2259,2259,947,Cash,Pending,3116.44,2026-02-05 15:02:16
2260,2260,658,Debit Card,Success,4845.26,2026-03-08 22:22:19
2261,2261,637,Net Banking,Failed,199.42,2024-12-02 08:57:40
2262,2262,888,Net Banking,Pending,2944.92,2025-06-22 16:34:34
2263,2263,230,Credit Card,Success,234.92,2024-12-20 16:40:53
2264,2264,776,Credit Card,Success,3515.8,2025-12-21 14:12:40
2265,2265,324,Credit Card,Pending,4843.57,2025-08-19 21:39:10
2266,2266,88,UPI,Pending,1519.03,2024-11-19 15:40:10
2267,2267,820,Credit Card,Success,943.3,2024-10-20 17:04:46
2268,2268,892,UPI,Success,2653.48,2026-04-24 18:59:45
2269,2269,141,Credit Card,Failed,1202.4,2024-12-14 15:00:18
2270,2270,426,Debit Card,Failed,890.68,2024-07-06 20:18:39
2271,2271,496,Net Banking,Failed,2723.57,2025-11-23 14:29:45
2272,2272,910,Net Banking,Success,2054.53,2025-08-23 12:30:09
2273,2273,384,Cash,Success,1291.61,2026-02-11 01:54:36
2274,2274,746,Net Banking,Pending,3805.33,2024-06-29 11:15:11
2275,2275,133,Credit Card,Pending,1151.15,2026-03-09 13:46:45
2276,2276,104,Net Banking,Pending,1921.57,2025-07-01 17:00:05
2277,2277,638,Net Banking,Failed,2147.01,2026-04-15 11:09:45
2278,2278,727,Net Banking,Pending,1875.99,2024-10-08 03:48:44
2279,2279,672,Credit Card,Failed,1781.42,2024-11-07 14:52:28
2280,2280,986,UPI,Failed,2601.9,2024-05-31 15:19:34
2281,2281,280,Debit Card,Pending,2622.42,2025-05-18 16:11:27
2282,2282,125,UPI,Success,4110.69,2024-10-07 04:07:15
2283,2283,953,Net Banking,Failed,893.54,2025-03-30 03:41:14
2284,2284,293,UPI,Pending,912.94,2025-11-25 12:38:09
2285,2285,620,Net Banking,Success,1649.03,2024-05-30 19:22:50
2286,2286,151,UPI,Pending,4447.39,2025-02-11 18:11:55
2287,2287,413,Net Banking,Failed,1430.72,2026-01-07 10:24:00
2288,2288,834,Net Banking,Success,3820.88,2024-11-19 01:41:13
2289,2289,434,Net Banking,Success,645.19,2026-04-14 02:46:41
2290,2290,763,Net Banking,Success,3357.26,2025-03-15 11:51:31
2291,2291,742,Cash,Pending,1999.95,2024-09-19 22:38:33
2292,2292,355,UPI,Success,3461.36,2026-03-01 05:53:21
2293,2293,809,Debit Card,Failed,4986.26,2026-03-16 04:32:04
2294,2294,795,UPI,Success,2961.79,2025-11-01 08:48:21
2295,2295,953,Net Banking,Failed,1636.47,2026-05-14 07:53:32
2296,2296,106,Cash,Pending,1370.68,2026-05-03 14:00:07
2297,2297,481,Debit Card,Failed,385.15,2024-11-29 02:01:01
2298,2298,211,UPI,Failed,1244.85,2025-08-29 20:10:20
2299,2299,327,UPI,Success,2729.19,2025-12-24 07:56:46
2300,2300,668,Credit Card,Success,4389.8,2025-07-12 23:06:58
2301,2301,727,Net Banking,Pending,4976.39,2026-05-18 17:59:59
2302,2302,609,Cash,Success,2075.01,2024-09-19 01:39:23
2303,2303,30,UPI,Failed,2091.24,2025-11-06 10:51:35
2304,2304,881,UPI,Pending,1050.82,2025-02-05 16:55:23
2305,2305,878,Net Banking,Success,2765.34,2026-04-05 01:36:42
2306,2306,420,UPI,Success,3199.14,2025-07-17 18:16:24
2307,2307,182,Net Banking,Pending,3253.93,2026-05-10 16:59:37
2308,2308,450,Debit Card,Failed,413.4,2024-11-29 15:28:25
2309,2309,976,Debit Card,Pending,988.11,2026-05-03 02:34:30
2310,2310,962,Debit Card,Failed,3933.02,2024-07-22 03:57:04
2311,2311,143,Debit Card,Failed,4895.27,2026-02-24 06:07:44
2312,2312,532,Credit Card,Success,977.1,2025-03-30 06:03:33
2313,2313,687,Cash,Success,3921.61,2025-08-17 00:49:56
2314,2314,697,Cash,Pending,424.26,2025-10-22 22:53:22
2315,2315,477,UPI,Pending,1409.88,2024-10-06 09:17:59
2316,2316,565,UPI,Pending,3321.47,2025-11-14 22:46:58
2317,2317,914,Net Banking,Pending,392.27,2024-08-01 03:14:07
2318,2318,622,Credit Card,Success,1186.07,2025-06-18 16:36:59
2319,2319,813,Debit Card,Failed,1813.82,2025-09-28 13:51:27
2320,2320,804,Cash,Success,4426.63,2025-09-09 16:28:26
2321,2321,741,Net Banking,Pending,1893.45,2025-02-27 08:47:46
2322,2322,62,Net Banking,Success,4848.22,2024-05-31 07:54:48
2323,2323,829,UPI,Success,2546.79,2026-04-16 06:21:06
2324,2324,198,UPI,Success,3512.0,2025-02-12 14:48:59
2325,2325,791,Credit Card,Failed,729.54,2025-09-29 17:54:37
2326,2326,693,Credit Card,Failed,4696.07,2024-09-30 03:05:16
2327,2327,769,Credit Card,Success,4348.43,2026-01-04 15:40:10
2328,2328,907,UPI,Success,4674.81,2025-05-29 01:02:38
2329,2329,651,UPI,Failed,4744.68,2025-08-28 20:25:22
2330,2330,635,Credit Card,Pending,1889.73,2025-08-26 02:14:01
2331,2331,388,Credit Card,Success,3203.57,2025-07-09 13:21:07
2332,2332,427,Debit Card,Success,723.55,2025-11-16 07:06:00
2333,2333,933,Credit Card,Pending,2922.86,2025-02-23 14:28:25
2334,2334,563,Net Banking,Pending,1053.82,2025-05-17 11:22:31
2335,2335,128,Cash,Pending,149.15,2025-05-10 06:17:50
2336,2336,328,Credit Card,Success,3033.73,2024-06-28 09:55:40
2337,2337,888,Net Banking,Failed,667.89,2025-01-23 23:35:31
2338,2338,676,Debit Card,Pending,1324.24,2026-04-24 01:00:57
2339,2339,915,Debit Card,Success,434.19,2025-06-13 12:57:36
2340,2340,32,Debit Card,Success,1082.39,2025-04-17 19:28:50
2341,2341,309,Debit Card,Failed,2970.97,2025-03-25 00:03:50
2342,2342,970,Credit Card,Success,3039.94,2026-05-05 05:26:38
