order_id,customer_id,store_id,order_date,order_status,payment_method,total_amount
3025,511,28,2025-01-14 23:06:36,Cancelled,UPI,1732.63
3026,516,59,2025-10-12 16:36:40,Returned,Credit Card,4570.86
3027,130,65,2026-04-04 04:07:31,Completed,Credit Card,520.38
3028,598,19,2026-03-24 07:16:29,Cancelled,Credit Card,3323.47
3029,37,84,2025-01-13 15:13:15,Completed,Cash,338.82
3030,809,73,2024-08-16 18:33:54,Cancelled,Cash,3280.22
3031,344,21,2025-06-26 12:57:20,Pending,Net Banking,210.89
3032,784,41,2025-05-30 21:37:44,Completed,Debit Card,2825.29
3033,943,9,2026-04-16 16:58:10,Returned,Debit Card,3056.99
3034,18,85,2024-08-06 21:16:28,Pending,Debit Card,3525.31
3035,688,13,2024-11-17 10:47:54,Cancelled,Cash,4401.1
3036,275,24,2025-05-18 21:46:12,Returned,Net Banking,2411.29
3037,768,93,2024-11-22 17:38:23,Returned,Debit Card,3764.75
3038,852,40,2025-10-15 03:15:09,Cancelled,Cash,2769.78
3039,843,18,2026-01-20 04:36:20,Pending,Net Banking,2389.44
3040,877,50,2025-11-22 23:37:41,Pending,Cash,3618.47
3041,769,75,2025-01-20 06:11:17,Pending,UPI,53.32
3042,788,89,2025-05-13 06:09:05,Returned,Net Banking,4498.28
3043,448,34,2024-09-26 17:14:47,Pending,Debit Card,1467.27
3044,840,83,2026-05-11 09:38:58,Cancelled,Net Banking,2167.77
3045,411,42,2026-02-07 12:44:30,Returned,Net Banking,4147.17
3046,976,97,2025-11-16 16:32:17,Returned,Net Banking,2545.25
3047,477,62,2024-09-07 16:41:37,Pending,Net Banking,3053.99
3048,586,11,2025-03-02 01:05:56,Completed,UPI,4468.99
3049,659,11,2025-08-08 00:54:39,Pending,UPI,1698.04
3050,617,13,2026-05-21 22:50:45,Completed,Cash,4217.1
3051,705,4,2026-04-30 02:50:43,Pending,Credit Card,89.62
3052,862,34,2025-09-08 11:21:31,Completed,UPI,4409.86
3053,664,54,2024-10-12 15:33:33,Returned,Debit Card,4317.31
3054,746,89,2025-03-21 21:50:25,Returned,Cash,75.76
3055,458,68,2025-03-07 00:22:27,Returned,UPI,2595.77
3056,756,31,2024-08-13 13:42:30,Returned,Debit Card,4319.65
3057,22,95,2024-05-30 15:20:57,Returned,Net Banking,1156.99
3058,603,4,2025-11-11 11:21:49,Completed,Cash,1100.47
3059,759,66,2025-08-02 13:44:21,Completed,Debit Card,791.15
3060,70,84,2025-06-02 07:55:19,Cancelled,Debit Card,3473.36
3061,951,67,2025-11-27 18:54:50,Completed,Net Banking,3065.96
3062,4,59,2025-07-16 14:15:48,Completed,Net Banking,3999.23
3063,74,3,2025-06-01 10:12:43,Completed,Debit Card,3081.13
3064,897,12,2024-12-07 13:36:58,Returned,Debit Card,1755.31
3065,257,97,2025-07-26 13:33:32,Pending,Debit Card,2226.71
3066,140,38,2024-12-12 10:10:42,Cancelled,UPI,784.73
3067,432,98,2024-06-03 13:49:48,Completed,Credit Card,343.58
3068,259,15,2025-03-13 07:31:03,Returned,Cash,715.82
3069,799,90,2025-07-06 03:11:23,Completed,Debit Card,2159.79
3070,400,64,2024-07-09 09:21:08,Returned,Credit Card,3074.74
3071,627,24,2025-11-29 18:59:10,Cancelled,UPI,3503.85
3072,719,49,2024-09-21 15:40:51,Cancelled,UPI,4720.32
3073,850,94,2025-02-15 13:25:03,Completed,UPI,1663.36
3074,585,59,2025-05-28 18:21:58,Returned,Credit Card,2371.95
3075,304,21,2026-01-31 00:28:32,Cancelled,Debit Card,985.07
3076,822,7,2024-12-19 01:04:00,Cancelled,Net Banking,4908.12
3077,589,10,2025-06-24 22:52:50,Cancelled,Credit Card,1617.08
3078,580,6,2025-01-13 17:11:34,Pending,Net Banking,3386.86
3079,772,65,2025-08-30 19:36:47,Completed,Debit Card,439.34
3080,389,43,2025-05-14 01:07:46,Cancelled,UPI,3379.04
3081,623,29,2025-10-29 06:30:41,Completed,UPI,1299.92
3082,682,4,2025-02-01 17:51:31,Pending,Cash,1726.47
3083,478,27,2026-05-11 16:36:31,Returned,Credit Card,3441.18
3084,522,43,2026-04-20 17:44:26,Pending,Credit Card,1546.79
3085,466,33,2026-05-13 20:01:03,Completed,Credit Card,1382.84
3086,226,85,2025-09-30 23:46:47,Returned,Net Banking,331.7
3087,453,16,2025-06-05 01:25:09,Completed,UPI,4874.7
3088,378,25,2024-06-05 16:31:39,Pending,Net Banking,2939.01
3089,232,23,2024-10-22 11:17:56,Returned,Credit Card,1650.39
3090,332,3,2024-10-29 18:31:47,Pending,Cash,3913.72
3091,16,100,2024-11-19 14:06:11,Cancelled,Net Banking,1832.02
3092,732,3,2025-12-11 08:05:24,Cancelled,Net Banking,874.76
3093,365,57,2025-07-29 05:18:13,Returned,Cash,574.86
3094,245,64,2026-05-18 18:00:45,Pending,Debit Card,3223.94
3095,405,89,2025-07-14 09:41:54,Pending,Net Banking,2096.01
3096,247,53,2024-08-23 20:46:54,Pending,Net Banking,2032.3
3097,847,25,2026-01-08 17:23:21,Cancelled,UPI,3800.26
3098,880,43,2026-04-20 03:34:25,Returned,Credit Card,1954.36
3099,93,13,2024-12-09 13:42:46,Returned,Cash,4978.55
3100,610,41,2025-07-22 01:59:32,Completed,Credit Card,4078.02
3101,688,1,2025-07-24 03:39:20,Completed,Debit Card,146.12
3102,267,54,2026-04-08 13:48:35,Pending,Credit Card,4223.38
3103,340,3,2026-03-29 04:41:52,Pending,UPI,65.23
3104,339,1,2025-12-08 17:07:00,Pending,Debit Card,2761.02
3105,218,21,2026-01-21 18:32:39,Pending,Credit Card,332.9
3106,123,20,2024-12-21 05:27:33,Cancelled,Net Banking,3125.36
3107,867,78,2025-03-07 00:29:42,Pending,Net Banking,1366.2
3108,73,98,2025-12-11 16:40:58,Pending,UPI,3190.18
3109,570,56,2025-08-29 05:01:31,Returned,Cash,4367.42
3110,205,11,2025-08-17 06:45:41,Returned,Debit Card,3014.66
3111,807,49,2024-09-02 12:02:55,Completed,UPI,4358.05
3112,588,70,2024-07-17 13:46:32,Completed,Net Banking,527.86
3113,234,98,2024-08-12 13:28:46,Returned,Credit Card,4672.78
3114,887,95,2025-11-21 09:40:34,Returned,UPI,2264.91
3115,867,27,2024-08-29 03:36:15,Cancelled,Cash,3184.08
3116,987,95,2026-03-15 16:06:20,Returned,Debit Card,2563.17
3117,271,59,2025-01-24 12:31:49,Cancelled,Debit Card,2388.42
3118,344,75,2026-05-18 12:14:03,Pending,Credit Card,4872.99
3119,603,47,2025-09-14 17:24:24,Pending,UPI,1447.29
3120,826,38,2026-05-01 02:20:57,Cancelled,UPI,4498.27
3121,946,37,2026-01-17 10:13:53,Pending,Credit Card,1714.14
3122,559,67,2025-11-12 15:24:20,Returned,UPI,568.71
3123,283,6,2024-12-05 07:47:35,Pending,Net Banking,600.47
3124,862,63,2024-08-22 14:56:31,Cancelled,Cash,2207.65
3125,479,97,2025-09-08 15:08:11,Cancelled,Debit Card,3956.08
3126,148,70,2026-03-05 04:18:43,Cancelled,Debit Card,3971.12
3127,52,92,2025-07-28 15:38:10,Pending,Debit Card,1688.64
3128,759,54,2025-02-26 12:56:46,Returned,UPI,4428.71
3129,918,32,2025-07-01 16:23:57,Returned,Cash,1668.08
3130,317,12,2026-02-01 19:54:23,Cancelled,Net Banking,2314.68
3131,367,80,2025-04-23 13:40:18,Cancelled,Cash,2559.85
3132,977,43,2025-12-19 05:58:43,Returned,Cash,2902.32
3133,663,56,2025-06-09 11:55:25,Cancelled,Cash,2076.47
3134,165,40,2025-02-04 10:21:25,Returned,UPI,2332.31
3135,985,35,2024-06-30 20:54:32,Completed,UPI,1332.73
3136,47,27,2026-05-20 13:28:06,Returned,Debit Card,1448.28
3137,992,32,2025-12-03 12:56:55,Cancelled,Credit Card,512.23
3138,780,100,2026-01-07 00:04:10,Returned,UPI,2935.61
3139,780,85,2025-06-18 04:22:29,Returned,Debit Card,177.11
3140,127,84,2024-08-02 17:43:29,Pending,Cash,230.25
3141,189,14,2024-06-23 08:46:38,Returned,UPI,129.67
3142,181,45,2025-04-30 17:56:57,Pending,Debit Card,4814.65
3143,393,78,2024-12-08 17:46:26,Returned,Debit Card,1364.55
3144,547,47,2024-12-17 18:44:24,Returned,Net Banking,2720.13
3145,93,10,2024-06-21 21:13:08,Cancelled,Cash,4027.99
3146,691,91,2025-06-01 11:47:53,Returned,Net Banking,3330.75
3147,42,95,2026-03-24 13:35:17,Pending,Credit Card,472.44
3148,112,37,2026-01-10 16:38:50,Returned,Credit Card,3517.78
3149,393,47,2025-04-14 10:27:02,Pending,Debit Card,1554.42
3150,596,32,2025-10-23 14:41:42,Cancelled,Credit Card,3785.87
3151,914,74,2026-01-30 08:15:57,Completed,Net Banking,3037.17
3152,958,82,2024-06-15 06:51:23,Pending,Debit Card,1831.46
3153,683,100,2024-10-07 00:53:25,Cancelled,Cash,4346.0
3154,326,38,2026-05-02 22:13:39,Pending,UPI,1019.46
3155,935,32,2026-03-19 12:56:26,Cancelled,Net Banking,813.85
3156,893,42,2024-05-26 13:01:46,Returned,UPI,3279.21
3157,930,48,2024-09-10 13:05:05,Cancelled,Debit Card,3169.05
3158,82,97,2024-11-04 04:54:17,Completed,Credit Card,2591.92
3159,973,100,2025-07-11 02:37:26,Returned,Debit Card,3293.17
3160,423,70,2024-12-04 10:35:31,Returned,Credit Card,4985.57
3161,293,43,2025-09-25 15:30:53,Pending,UPI,4649.57
3162,356,85,2025-09-04 01:40:47,Cancelled,Net Banking,295.35
3163,701,22,2024-05-29 09:42:53,Pending,Debit Card,2190.87
3164,314,80,2025-03-31 22:47:23,Returned,UPI,3421.34
3165,531,28,2024-10-07 18:11:18,Completed,Cash,4402.7
3166,893,16,2024-10-25 09:23:14,Completed,Debit Card,643.45
3167,827,85,2025-11-07 02:24:03,Returned,UPI,2360.69
3168,97,24,2026-03-27 09:33:48,Returned,UPI,2643.35
3169,556,51,2025-01-22 10:56:53,Returned,Net Banking,2235.4
3170,368,39,2025-10-15 14:01:43,Cancelled,Net Banking,466.95
3171,619,57,2024-05-26 21:24:36,Pending,Credit Card,4598.45
3172,236,100,2025-12-07 12:23:11,Completed,Credit Card,3539.83
3173,492,70,2024-06-24 12:20:13,Returned,Cash,4287.05
3174,206,65,2025-11-29 05:07:09,Cancelled,Net Banking,1783.21
3175,713,50,2025-10-24 22:20:32,Cancelled,Net Banking,1098.87
3176,103,9,2026-02-19 22:13:06,Pending,UPI,2414.18
3177,332,66,2024-05-31 18:06:23,Returned,Credit Card,564.99
3178,749,17,2025-01-29 16:45:47,Returned,Net Banking,2283.42
3179,808,71,2025-06-11 20:11:28,Cancelled,Credit Card,2524.71
3180,545,61,2026-03-18 10:52:52,Completed,Net Banking,2027.4
3181,391,85,2024-12-06 04:10:08,Cancelled,Net Banking,583.59
3182,169,41,2024-06-01 06:03:34,Cancelled,Credit Card,3030.7
3183,781,82,2025-11-07 20:22:15,Completed,Net Banking,4716.66
3184,601,6,2026-03-16 20:28:50,Cancelled,Net Banking,4396.58
3185,134,25,2025-12-18 12:55:13,Pending,Net Banking,3143.85
3186,904,73,2024-05-26 16:18:42,Pending,Net Banking,1086.82
3187,927,79,2025-04-29 09:37:57,Cancelled,Cash,2429.33
3188,893,61,2025-02-05 03:02:47,Cancelled,Debit Card,1147.07
3189,713,40,2024-11-10 13:02:46,Pending,Net Banking,1692.88
3190,172,30,2026-02-25 22:26:04,Completed,UPI,473.21
3191,711,33,2025-07-28 12:20:19,Completed,Net Banking,748.36
3192,578,1,2025-01-16 01:12:41,Cancelled,UPI,1846.54
3193,795,78,2026-04-24 20:38:20,Completed,Cash,1156.67
3194,682,31,2025-05-22 13:37:55,Cancelled,Credit Card,4480.56
3195,287,95,2026-04-21 22:12:25,Returned,Debit Card,729.84
3196,5,50,2025-05-11 06:31:32,Cancelled,Net Banking,4706.93
3197,776,80,2024-12-14 04:31:47,Cancelled,Debit Card,1493.84
3198,81,47,2025-08-09 20:17:28,Pending,Cash,2203.56
3199,78,55,2024-06-15 05:05:35,Pending,UPI,2031.66
3200,941,82,2025-04-09 23:34:56,Pending,Debit Card,2678.93
3201,726,33,2025-01-09 15:37:47,Returned,Cash,4265.99
3202,35,100,2025-09-14 14:47:46,Pending,Debit Card,4685.02
3203,119,68,2025-08-29 02:01:58,Returned,Cash,528.93
3204,163,42,2025-08-10 10:04:59,Pending,UPI,1059.93
3205,751,75,2024-10-23 06:15:33,Completed,Debit Card,2593.04
3206,262,69,2024-10-13 05:14:54,Pending,Net Banking,1656.81
3207,663,85,2024-07-04 15:13:09,Cancelled,UPI,2780.77
3208,654,59,2025-10-23 19:12:40,Returned,Cash,1920.68
3209,685,4,2025-03-01 21:19:28,Pending,Credit Card,4580.49
3210,650,50,2025-01-22 03:30:26,Cancelled,Net Banking,1373.01
3211,918,81,2025-08-13 10:14:54,Returned,UPI,4450.68
3212,858,86,2026-03-31 03:11:02,Pending,Credit Card,4988.53
3213,144,89,2025-03-26 16:55:55,Completed,Debit Card,1012.22
3214,971,27,2026-04-19 06:48:21,Pending,Debit Card,3685.72
3215,266,35,2025-01-16 00:38:05,Pending,Net Banking,955.3
3216,19,67,2025-03-09 16:09:27,Returned,Credit Card,4906.9
3217,640,99,2025-07-20 10:58:54,Pending,Debit Card,3199.79
3218,952,18,2025-06-04 14:40:39,Returned,Cash,4883.45
3219,359,91,2025-09-26 11:23:56,Completed,Credit Card,4908.31
3220,83,41,2026-02-11 04:57:51,Returned,Cash,2433.03
3221,438,100,2024-10-05 07:43:10,Returned,Cash,694.27
3222,40,75,2024-07-18 18:15:00,Returned,Credit Card,3884.95
3223,661,23,2025-11-03 19:54:44,Returned,Cash,4449.59
3224,506,85,2024-06-29 16:54:18,Cancelled,UPI,2032.11
3225,985,63,2026-04-06 06:44:49,Cancelled,Credit Card,4231.09
3226,331,10,2026-02-14 12:43:03,Returned,Net Banking,1052.12
3227,389,35,2025-07-03 09:07:12,Completed,Cash,2027.36
3228,164,8,2025-10-24 18:58:44,Returned,Debit Card,4726.62
3229,239,59,2025-07-30 03:33:06,Completed,Credit Card,4770.69
3230,793,2,2024-07-01 23:02:16,Cancelled,UPI,3144.86
3231,146,47,2026-04-29 18:40:49,Cancelled,Cash,1431.29
3232,927,75,2025-04-25 05:54:05,Cancelled,Net Banking,3787.27
3233,593,18,2025-06-28 07:47:00,Completed,Debit Card,1878.07
3234,655,87,2025-06-16 22:44:22,Cancelled,Debit Card,3312.33
3235,940,25,2024-06-02 13:10:32,Returned,UPI,1208.24
3236,398,12,2025-02-06 14:00:43,Returned,Net Banking,1057.52
3237,330,100,2025-01-03 18:20:51,Returned,UPI,1116.93
3238,498,57,2025-08-13 07:20:46,Pending,Net Banking,1546.58
3239,158,88,2024-09-16 17:19:59,Pending,Net Banking,4606.55
3240,183,94,2024-07-20 06:46:19,Cancelled,Credit Card,2924.42
3241,779,19,2026-05-12 01:28:06,Cancelled,Debit Card,367.18
3242,897,89,2025-05-28 07:01:49,Pending,Credit Card,3247.21
3243,713,19,2024-12-04 00:11:24,Completed,UPI,3144.16
3244,238,43,2025-09-30 02:53:03,Pending,Net Banking,3580.52
3245,759,76,2025-06-22 15:25:34,Pending,Net Banking,3305.93
3246,326,100,2024-10-19 02:02:32,Cancelled,Credit Card,4539.22
3247,517,5,2025-08-24 03:36:46,Completed,Net Banking,365.64
3248,945,53,2025-11-21 08:45:18,Pending,Net Banking,4971.13
3249,272,70,2025-07-27 18:37:36,Returned,Cash,4366.54
3250,400,44,2024-11-24 23:12:24,Returned,Debit Card,4375.16
3251,493,78,2025-01-30 15:27:19,Returned,Cash,3950.3
3252,531,28,2024-07-17 10:30:35,Returned,UPI,1341.64
3253,284,97,2025-03-25 04:35:03,Returned,Credit Card,374.9
3254,766,82,2025-09-17 09:29:30,Returned,Cash,1549.03
3255,617,90,2025-03-12 07:09:07,Cancelled,Cash,4324.64
3256,98,23,2025-07-08 18:47:25,Completed,Debit Card,3696.19
3257,874,96,2024-07-05 17:41:51,Pending,Net Banking,4350.6
3258,188,58,2026-05-04 17:02:18,Pending,Net Banking,1528.82
3259,749,57,2025-09-23 02:15:44,Cancelled,Cash,565.29
3260,386,3,2025-12-14 09:45:02,Completed,Debit Card,40.3
3261,599,44,2026-03-02 00:54:46,Completed,UPI,2872.89
3262,163,75,2025-04-16 00:25:54,Pending,UPI,487.97
3263,859,96,2025-05-24 15:26:26,Returned,Cash,2224.41
3264,86,100,2025-03-17 08:00:30,Completed,Debit Card,3048.37
3265,585,44,2025-05-28 16:30:05,Pending,Credit Card,1133.04
3266,257,43,2025-01-02 11:14:27,Pending,Debit Card,2728.84
3267,927,55,2026-01-18 02:28:00,Completed,Debit Card,4816.82
3268,736,74,2025-04-04 00:03:08,Pending,Credit Card,2699.69
3269,659,48,2025-10-08 21:16:42,Pending,Cash,217.03
3270,636,99,2024-12-23 06:20:46,Pending,Debit Card,44.69
3271,155,92,2024-08-24 03:36:12,Completed,Credit Card,225.63
3272,739,95,2025-10-15 11:42:56,Returned,Debit Card,1603.59
3273,249,61,2024-05-28 06:56:26,Completed,Net Banking,1034.21
3274,292,11,2024-06-16 03:10:38,Pending,Cash,4589.82
3275,579,20,2025-02-02 22:48:35,Completed,Net Banking,4480.81
3276,211,53,2025-09-08 14:36:41,Pending,Debit Card,3595.4
3277,920,52,2024-10-05 13:44:46,Completed,Credit Card,4865.3
3278,657,65,2025-01-27 13:45:44,Returned,Debit Card,2969.77
3279,725,87,2025-11-08 02:17:52,Returned,Credit Card,2260.6
3280,172,94,2025-08-10 14:23:40,Pending,UPI,3205.85
3281,192,41,2026-03-14 11:58:52,Completed,Cash,2976.87
3282,847,91,2025-08-12 15:31:19,Cancelled,Debit Card,1292.93
3283,700,22,2024-11-20 14:06:54,Cancelled,UPI,4383.11
3284,816,62,2025-04-29 16:52:38,Completed,Cash,3585.11
3285,546,90,2025-05-24 20:41:27,Cancelled,Cash,815.69
3286,559,62,2026-03-27 18:22:23,Completed,UPI,4405.51
3287,559,79,2025-04-23 22:34:53,Cancelled,Credit Card,2951.29
3288,330,55,2025-05-21 09:10:53,Returned,Net Banking,3525.3
3289,750,41,2026-01-18 12:21:50,Completed,Debit Card,2501.71
3290,125,10,2025-07-10 13:44:14,Completed,Debit Card,672.44
3291,733,49,2024-09-02 12:39:35,Cancelled,Cash,790.92
3292,455,51,2025-12-17 04:44:50,Completed,Cash,4616.36
3293,917,21,2025-05-22 10:35:28,Returned,Net Banking,3016.01
3294,209,66,2024-07-20 05:23:31,Returned,UPI,1834.92
3295,858,1,2026-03-16 22:17:20,Returned,Net Banking,2247.4
3296,397,87,2025-09-10 08:03:54,Returned,Net Banking,1358.65
3297,762,33,2025-06-18 00:54:07,Cancelled,Net Banking,2087.49
3298,535,15,2026-03-19 19:18:51,Cancelled,Cash,4565.96
3299,634,81,2025-06-03 04:04:46,Completed,Cash,3492.7
3300,369,49,2025-07-18 12:30:32,Pending,Debit Card,2108.18
3301,795,67,2025-12-12 14:40:27,Completed,UPI,537.42
3302,421,65,2025-06-09 15:38:19,Returned,Debit Card,2234.22
3303,218,91,2025-12-08 22:56:00,Cancelled,Debit Card,1041.38
3304,10,77,2026-02-09 03:55:15,Cancelled,Credit Card,2625.85
3305,351,83,2025-12-25 07:35:07,Pending,Cash,4813.35
3306,732,47,2025-06-24 20:49:00,Completed,Cash,4165.6
3307,168,43,2025-09-24 01:25:00,Returned,Debit Card,3166.74
3308,541,21,2026-05-10 21:13:26,Returned,Debit Card,451.74
3309,997,72,2025-09-24 11:18:22,Returned,Credit Card,4299.42
3310,705,29,2025-11-14 02:40:40,Pending,Net Banking,549.09
3311,323,67,2025-05-22 06:45:11,Cancelled,UPI,2521.33
3312,806,95,2025-12-06 11:40:13,Cancelled,UPI,470.31
3313,769,46,2026-02-10 07:54:42,Cancelled,Net Banking,2911.91
3314,599,56,2025-12-13 12:40:48,Pending,Debit Card,2444.82
3315,749,80,2025-06-10 00:50:39,Returned,Credit Card,200.35
3316,975,44,2025-07-11 21:05:49,Cancelled,Credit Card,1552.89
3317,652,18,2025-04-30 03:00:02,Returned,Net Banking,4426.65
3318,122,88,2025-10-29 10:42:46,Pending,Cash,2882.86
3319,896,18,2025-07-17 17:44:19,Pending,Credit Card,2607.65
3320,191,86,2026-04-29 07:09:09,Cancelled,UPI,2600.59
3321,3,80,2026-01-15 03:37:18,Cancelled,Cash,3872.35
3322,411,41,2026-03-11 16:03:29,Returned,Debit Card,1686.96
3323,361,56,2025-11-07 15:14:08,Completed,Debit Card,3166.19
3324,675,65,2025-07-06 08:26:31,Pending,UPI,3337.49
3325,192,71,2024-11-01 10:18:23,Completed,UPI,3361.16
3326,517,71,2025-01-12 14:04:04,Cancelled,Credit Card,1841.62
3327,726,12,2025-07-12 19:54:09,Returned,Net Banking,2601.58
3328,346,34,2025-04-13 23:36:32,Completed,UPI,1961.86
3329,34,63,2025-10-08 01:21:49,Pending,Net Banking,1004.58
3330,158,42,2024-06-24 06:10:54,Pending,Cash,4821.57
3331,409,91,2024-07-31 17:27:49,Pending,Net Banking,4191.17
3332,424,9,2025-10-20 05:53:22,Completed,Cash,4767.58
3333,168,44,2025-04-16 11:50:58,Cancelled,Debit Card,4054.95
3334,987,49,2025-01-23 04:17:32,Returned,UPI,1503.24
3335,427,38,2024-11-25 10:27:24,Returned,UPI,98.88
3336,902,38,2025-03-18 06:37:31,Returned,Debit Card,1117.97
3337,47,17,2025-03-25 15:37:56,Pending,Cash,1348.65
3338,25,97,2024-09-13 10:10:02,Completed,Cash,2749.2
3339,309,54,2026-03-06 00:36:45,Pending,Debit Card,4579.75
3340,879,83,2025-05-12 22:11:34,Cancelled,Cash,154.14
3341,9,45,2025-07-19 14:04:33,Completed,UPI,3351.88
3342,658,64,2025-06-08 13:46:06,Pending,Net Banking,3108.37
3343,235,5,2024-08-10 02:27:11,Pending,Cash,464.26
3344,488,75,2026-01-14 01:02:59,Returned,Cash,2134.59
3345,476,71,2026-03-28 00:24:06,Completed,UPI,3298.92
3346,70,78,2025-11-20 15:48:15,Returned,Cash,92.41
3347,927,53,2025-07-21 23:36:17,Pending,Credit Card,1401.96
3348,850,24,2025-12-31 00:44:33,Pending,Debit Card,4798.62
3349,747,24,2024-07-14 20:39:51,Completed,UPI,2287.72
3350,312,100,2025-07-05 07:04:31,Returned,Debit Card,3372.91
3351,749,92,2025-12-21 17:20:28,Returned,Cash,4573.82
3352,876,61,2025-02-26 21:30:58,Returned,Cash,4427.57
3353,850,61,2026-05-25 12:58:39,Cancelled,Debit Card,4733.16
3354,255,45,2025-02-23 02:19:30,Pending,Debit Card,3155.61
3355,376,30,2024-09-26 01:41:54,Returned,Debit Card,4197.54
3356,775,42,2024-08-29 18:48:49,Completed,Cash,3810.66
3357,487,50,2025-07-11 04:34:18,Pending,Debit Card,1652.53
3358,333,72,2025-04-14 05:01:59,Pending,Debit Card,1164.38
3359,153,77,2025-12-28 13:36:04,Completed,Credit Card,3116.84
3360,561,1,2025-08-26 04:55:48,Pending,UPI,2127.83
3361,250,45,2025-09-20 01:21:16,Pending,Debit Card,3708.73
3362,563,32,2026-01-28 14:36:20,Returned,Cash,2882.71
3363,983,60,2025-09-04 07:33:48,Cancelled,UPI,2799.02
3364,201,29,2024-06-23 20:33:28,Returned,Net Banking,3636.11
3365,557,26,2025-03-29 09:39:31,Returned,UPI,4411.95
3366,327,19,2024-12-03 06:01:12,Returned,Net Banking,4195.58
3367,776,64,2025-08-21 22:28:44,Pending,Cash,4183.22
3368,518,44,2025-02-03 08:30:48,Completed,UPI,3003.78
3369,787,68,2025-03-09 00:44:49,Cancelled,Net Banking,4508.11
3370,41,3,2024-12-19 05:36:01,Completed,Credit Card,4113.59
3371,827,68,2025-03-01 11:46:07,Pending,UPI,277.4
3372,891,54,2026-05-14 04:24:08,Pending,Debit Card,1025.57
3373,461,44,2026-04-12 06:53:53,Completed,Credit Card,1704.3
3374,339,47,2025-12-16 11:13:04,Cancelled,Credit Card,4716.52
3375,143,58,2024-06-08 22:12:17,Pending,Net Banking,3655.04
3376,500,40,2025-10-04 07:18:44,Completed,Cash,3837.21
3377,961,56,2025-04-20 22:48:53,Returned,UPI,2679.88
3378,373,82,2024-11-30 08:56:13,Returned,Cash,4422.18
3379,427,41,2024-11-05 04:18:13,Pending,Cash,4627.14
3380,663,94,2026-01-04 07:17:33,Returned,Credit Card,4918.01
3381,711,47,2025-10-19 23:16:55,Pending,UPI,4524.32
3382,757,58,2024-06-01 22:40:13,Pending,UPI,4678.81
3383,495,14,2025-08-20 07:24:14,Pending,Net Banking,1399.37
3384,645,39,2025-10-24 18:05:50,Pending,Debit Card,2386.56
3385,490,42,2026-01-12 07:25:14,Completed,Cash,4972.22
3386,68,2,2025-04-24 01:33:01,Pending,Cash,614.01
3387,775,17,2026-04-07 00:29:11,Completed,Net Banking,284.77
3388,585,72,2025-06-09 16:58:14,Pending,Debit Card,2479.66
3389,267,6,2025-08-10 04:21:56,Returned,Net Banking,706.63
3390,548,49,2025-11-25 19:52:01,Completed,Debit Card,3104.54
3391,157,26,2024-12-24 00:37:03,Completed,UPI,4069.73
3392,759,78,2025-08-25 06:04:53,Cancelled,Cash,4096.85
3393,154,11,2025-05-17 00:01:57,Returned,UPI,2936.97
3394,425,87,2025-11-14 20:28:03,Cancelled,Debit Card,1503.88
3395,22,52,2025-10-10 04:36:13,Completed,Credit Card,2080.03
3396,544,34,2026-05-25 01:20:27,Completed,Net Banking,4192.47
3397,235,1,2024-08-16 07:00:26,Pending,UPI,3255.1
3398,79,85,2025-10-30 10:17:54,Completed,UPI,1373.36
3399,830,70,2025-04-11 23:48:20,Completed,Credit Card,4854.62
3400,124,61,2026-03-21 13:54:29,Pending,Debit Card,3465.05
3401,653,40,2025-09-30 14:01:21,Cancelled,Debit Card,382.0
3402,881,42,2025-04-20 09:56:41,Returned,Net Banking,2652.71
3403,962,2,2024-08-31 00:19:31,Completed,UPI,689.3
3404,633,64,2025-06-17 16:00:59,Pending,Debit Card,446.4
3405,145,89,2026-01-22 13:06:56,Cancelled,Credit Card,3134.87
3406,961,40,2024-08-06 13:33:28,Completed,Cash,4016.08
3407,113,100,2024-08-11 06:31:33,Returned,Cash,2840.64
3408,101,47,2026-05-19 22:16:41,Completed,Credit Card,3788.4
3409,26,73,2025-04-30 04:53:29,Cancelled,Net Banking,2593.48
3410,717,53,2026-05-21 19:37:25,Pending,UPI,3194.73
3411,675,30,2025-05-12 03:15:35,Pending,Net Banking,1872.4
3412,816,69,2025-08-28 23:37:06,Cancelled,Credit Card,2879.49
3413,531,47,2024-10-25 20:57:12,Completed,UPI,4703.45
3414,341,27,2024-07-18 05:22:27,Completed,Debit Card,4697.12
3415,251,94,2025-11-01 23:59:52,Pending,Credit Card,3420.85
3416,880,97,2025-05-10 07:10:16,Pending,Cash,321.96
3417,87,5,2025-06-28 05:41:04,Pending,Credit Card,3733.19
3418,146,90,2026-03-15 11:35:02,Pending,Debit Card,3721.73
3419,995,14,2026-02-15 02:09:03,Completed,Debit Card,580.58
3420,169,70,2025-06-20 10:01:55,Cancelled,UPI,1812.36
3421,411,36,2025-01-28 18:36:59,Completed,UPI,3754.64
3422,479,95,2024-10-09 12:01:19,Returned,Cash,4692.21
3423,133,20,2024-05-26 15:16:27,Completed,Net Banking,4036.44
3424,661,96,2024-05-27 18:53:11,Returned,UPI,1303.11
3425,776,40,2024-12-03 16:44:20,Completed,Net Banking,4115.6
3426,39,72,2025-11-15 09:48:05,Returned,UPI,1763.46
3427,328,85,2024-07-21 18:39:55,Completed,Net Banking,1805.75
3428,902,99,2025-06-07 08:46:22,Completed,Cash,317.99
3429,835,6,2025-11-05 08:36:04,Returned,Net Banking,2272.68
